27-Oct-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,$600,Andrew,5% ROAS 1000,,,,
27-Oct-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,170 CPT,Andrew,150 CPT,,,,
27-Oct-2025,IT,EU-IT-Google-GA,Budget and modifiers,$400,Andrew,600,,,,
27-Oct-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"	
$230.00
Min: $1,700.00
Max: $2,100.00",Andrew,"600	
$230.00
Min: $1,800.00
Max: $2,300.00",,,,
27-Oct-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$200.00
Min: $1,100.00
Max: $1,700.00",Andrew,"	
$200.00
Min: $1,200.00
Max: $1,900.00",,,,
27-Oct-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$200,Andrew,300,,,,
27-Oct-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$200,Andrew,$300,,,,
27-Oct-2025,IT,EU-IT-Bing-NB,Budget and modifiers,"$150.00
Min: $100.00
Max: $200.00",Andrew,"$150.00
Min: $300.00
Max: $400.00",,,,
27-Oct-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$2,600",Andrew,"$2,300.00",,,,
27-Oct-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,"$1,300",Andrew,"$1,000.00",,,,
31-Oct-2025,UK,Generic,Budget and modifiers,4300>4800 ,Andrew,Budget Constrained ,,,,
3-Nov-2025,EU,MCC,Budget and modifiers,Opted out of auto change to data drive attribution,Andrew,,,,,
3-Nov-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,6200,Andrew,6000,,,,
3-Nov-2025,DE,EU-DE-Google-GA,Budget and modifiers,1500,Andrew,1000,,,,
3-Nov-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,4500,Andrew,4000,,,,
3-Nov-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,Min 500,Andrew,Min 300,,,,
3-Nov-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$340.00
 Min: $7,000.00
 Max: $9,000.00",Andrew,"$300.00
 Min: $6,000.00
 Max: $8,000.00",,,,
3-Nov-2025,DE,EU-DE-Google-Generic T,Budget and modifiers,3000,Andrew,2000,,,,
3-Nov-2025,FR,EU-FR-Google-GA,Budget and modifiers,500,Andrew,300,,,,
3-Nov-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,800,Andrew,500,,,,
3-Nov-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,1000,Andrew,800,,,,
3-Nov-2025,FR,EU-FR-Google-Generic,Budget and modifiers,150,Andrew,120 CPT,,,,
3-Nov-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,1100,Andrew,700,,,,
3-Nov-2025,IT,EU-IT-Google-GA,Budget and modifiers,500,Andrew,400,,,,
3-Nov-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$230.00
 Min: $1,800.00
 Max: $2,300.00",Andrew,"$230.00
 Min: $1,700.00
 Max: $2,100.00",,,,
3-Nov-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$200.00
 Min: $1,500.00
 Max: $2100.00",Andrew,"$190.00
 Min: $1,100.00
 Max: $1,700.00",,,,
3-Nov-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,400,Andrew,200,,,,
3-Nov-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,300,Andrew,200,,,,
3-Nov-2025,ES,EU-ES-Google-Generic,Budget and modifiers,2800,Andrew,2600,,,,
10-Nov-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$6,000",Andrew,"$4,800.00",,,,
10-Nov-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,3100,Andrew,"$2,500.00",,,,
10-Nov-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$7,200",Andrew,"$6,200",,,,
10-Nov-2025,UK,EU-UK-Google-GA,Budget and modifiers,2900,Andrew,"$1,900.00",,,,
10-Nov-2025,DE,EU-DE-Google-Generic,Budget and modifiers,25% tROAS,Andrew,"20% tROAS $11,649.07",,,,
10-Nov-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,2000,Andrew,1000,,,,
10-Nov-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,"$1,000",Andrew,$800.00,,,,
10-Nov-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,200",Andrew,1000,,,,
10-Nov-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"	
$150.00
Min: $3,500.00
Max: $3,800.00",Andrew,"	
$150.00
Min: $3,300.00
Max: $3,600.00",,,,
10-Nov-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$1,300",Andrew,"$1,100.00",,,,
10-Nov-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$230.00
Min: $2000.00
Max: $2,800.00",Andrew,"$230.00
Min: $1,800.00
Max: $2,300.00",,,,
10-Nov-2025,IT,EU-IT-Google-Product,Budget and modifiers,$150,Andrew,$75.00,,,,
10-Nov-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$230.00
Min: $1,800.00
Max: $2,500.00",Andrew,"	
$200.00
Min: $1,500.00
Max: $2,100.00",,,,
10-Nov-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$600,Andrew,400,,,,
10-Nov-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$500,Andrew,$300,,,,
10-Nov-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$3,000",Andrew,"$2,800.00",,,,
10-Nov-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,"$1,600",Andrew,"$1,300.00",,,,
10-Nov-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$500,Andrew,$200.00,,,,
17-Nov-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$3,000",Andrew,"$2,700.00",,,,
17-Nov-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,"$1,700",Andrew,"$1,600.00",,,,
17-Nov-2025,IT,EU-IT-Google-GA,Budget and modifiers,$600,Andrew,$500.00,,,,
17-Nov-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$250.00
Min: $2,000.00
Max: $3000.00",Andrew,"$240.00
Min: $1,000.00
Max: $2,800.00",,,,
17-Nov-2025,FR,EU-FR-Google-GA,Budget and modifiers,$400,Andrew,$500.00,,,,
17-Nov-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$2,500",Andrew,1500,,,,
17-Nov-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$3,000",Andrew,2000,,,,
17-Nov-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,20%,Andrew,38.00%,,,,
18-Nov-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,2500,Andrew,"$3,100.00",,,,
18-Nov-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$6,800",Andrew,"$7,200",,,,
21-Nov-2025,DE,EU-DE-Google-Generic,Budget and modifiers,20%,Andrew,25% but 19% actual,,,,
24-Nov-2025,DE,GA Top,Budget and modifiers,tROAS 7%,Yun,tROAS 5%,Actual ROAS a lot higher than target with portfolio limited by budget,,,
24-Nov-2025,UK,,,,,,,,,
24-Nov-2025,EU5,Campaign,Category,Change (After),Owner,Impact/Reason (Before),$ Change,,,
24-Nov-2025,UK,EU-UK-Google-Brand-Plus,Budget and modifiers,1800,Andrew,1200,600,,,
24-Nov-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$5,000",Andrew,"$6,000.00",,,,
24-Nov-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$3,500",Andrew,2500,,,,
24-Nov-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$7,000",Andrew,4500,,,,
24-Nov-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$700,Andrew,500,,,,
24-Nov-2025,DE,EU-DE-Google-Generic,Budget and modifiers,9k 18% tROAS,Andrew,16% actual ROAS $12000,,,,
24-Nov-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$4,000",Andrew,3000,,,,
24-Nov-2025,FR,EU-FR-Google-GA,Budget and modifiers,$300,Andrew,400,,,,
24-Nov-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,100",Andrew,"$1,200.00",,,,
24-Nov-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $3,200.00
Max: $3,800.00",Andrew,"$150.00
Min: $3,500.00
Max: $3,800.00",,,,
24-Nov-2025,IT,EU-IT-Google-GA,Budget and modifiers,$800,Andrew,$600.00,,,,
24-Nov-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"	
$260.00
Min: $2,000.00
Max: $3,500.00",Andrew,"	
$250.00
Min: $2,000.00
Max: $3,000.00",,,,
24-Nov-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$250.00
Min: $2100.00
Max: $3200.00",Andrew,"	
$230.00
Min: $1,800.00
Max: $2,500.00",,,,
24-Nov-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$800,Andrew,600,,,,
24-Nov-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$500,,$300,,,,
24-Nov-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"$100.00
Min: $75.00
Max: $650.00",Andrew,"$100.00
Min: $75.00
Max: $450.00",,,,
24-Nov-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$3,000",Andrew,2600,,,,
24-Nov-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$200,Andrew,1500,,,,
24-Nov-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$800,Andrew,$500.00,,,,
24-Nov-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,9%,Andrew,11%,,,,
24-Nov-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,9%,Andrew,13%,,,,
24-Nov-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,11%,Andrew,15%,,,,
25-Nov-2025,UK,EU-UK-Google-Generic,Budget and modifiers,8%,Andrew,13%,,,,
25-Nov-2025,UK,EU-UK-Google-GA,Budget and modifiers,9%,Andrew,11%,,,,
24-Nov-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,9%,Andrew,11%,,,,
28-Nov-2025,DE,EU-DE-Google-Generic,Budget and modifiers,16%,Andrew,18% but 16% actual,,,,
1-Dec-2025,IT,EU-IT-Google-Core,Budget and modifiers,$21 Max CPC $5k budg,Andrew,$18 Max CPC $3.7k (76% of impressions are limited by your max. bid limit),,,,
1-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,3000 10%,Andrew,"$6,000.00",,,,
1-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,2000,Andrew,"$3,500.00",,,,
1-Dec-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$4,000",Andrew,"$6,800",,,,
1-Dec-2025,UK,EU-UK-Google-GA,Budget and modifiers,2000 13%,Andrew,9% 2900,,,,
1-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,12%,Andrew,9.00%,,,,
1-Dec-2025,DE,EU-DE-Google-GA,Budget and modifiers,3500 14% ROAS,Andrew,"$4,000.00",,,,
1-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$7,500",Andrew,"$8,000.00",,,,
1-Dec-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$500,Andrew,$700.00,,,,
1-Dec-2025,DE,EU-DE-Google-Generic,Budget and modifiers,7500 17% ROAS,Andrew,"$9,000.00",,,,
1-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$3,000",Andrew,"$4,000.00",,,,
1-Dec-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,26%,Andrew,20%,,,,
1-Dec-2025,FR,EU-FR-Google-GA,Budget and modifiers,$200,Andrew,$300.00,,,,
1-Dec-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,000",Andrew,1100,,,,
1-Dec-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $2800.00
Max: $3,800.00",Andrew,"$150.00
Min: $3,200.00
Max: $3,800.00",,,,
1-Dec-2025,IT,EU-IT-Google-GA,Budget and modifiers,$600,Andrew,800,,,,
1-Dec-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,240 CPA,Andrew,260,,,,
1-Dec-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$240.00
Min: $2,000.00
Max: $2800.00",Andrew,"	
$250.00
Min: $2,100.00
Max: $3,200.00",,,,
1-Dec-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$400,Andrew,$800.00,,,,
1-Dec-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$300,Andrew,$500,,,,
1-Dec-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,$170,Andrew,180,,,,
1-Dec-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,$100,Andrew,120,,,,
1-Dec-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$2,300",Andrew,3000,,,,
1-Dec-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,"$1,000",Andrew,2000,,,,
1-Dec-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$600,Andrew,800,,,,
3-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$3,500",Andrew,3000 (Changing to targeting 75% ie%CCP),,,,
3-Dec-2025,UK,EU-DE-Brand-Plus,Budget and modifiers,30%,Andrew,26%,,,,
4-Dec-2025,IT ,Brand Core,Budget and modifiers,Budget $5K>$6K,,,,,,
8-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$4,000",Andrew,"$5,000.00",,,,
8-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,1500,Andrew,"$2,000.00",,,,
8-Dec-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$3,000",Andrew,"$4,000",,,,
8-Dec-2025,UK,EU-UK-Google-GA,Budget and modifiers,1600,Andrew,"$2,000.00",,,,
8-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,2000,Andrew,"$3,000.00",,,,
8-Dec-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$2,500",Andrew,"$3,500.00",,,,
8-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$5,000",Andrew,"$7,500.00",,,,
8-Dec-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,,Andrew,,,,,
8-Dec-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$5,500",Andrew,"$7,500.00",,,,
8-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$2,500",Andrew,"$3,500.00",,,,
8-Dec-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$700,Andrew,"$1,000.00",,,,
8-Dec-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,$600,Andrew,1000,,,,
8-Dec-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $1,800.00
Max: $2,800.00",Andrew,"$150.00
Min: $2,800.00
Max: $3,800.00",,,,
8-Dec-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$800,Andrew,"$1,200.00",,,,
8-Dec-2025,IT,EU-IT-Google-GA,Budget and modifiers,$300,Andrew,$600.00,,,,
8-Dec-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$240.00
Min: $1,000.00
Max: $2,000.00 220 CPT",Andrew,"$240.00
Min: $2,000.00
Max: $3,500.00",,,,
8-Dec-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"Min: $1,000.00
Max: $2,000.00 220 CPT",Andrew,"Min: $2,000.00
Max: $2,800.00",,,,
8-Dec-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$200,Andrew,400,,,,
8-Dec-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$200,Andrew,$300,,,,
8-Dec-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,$150,Andrew,170,,,,
8-Dec-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,900",Andrew,"$2,300.00",,,,
8-Dec-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$800,Andrew,"$1,000.00",,,,
8-Dec-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$400,Andrew,$600.00,,,,
9-Dec-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,TROAS 9%>10%,Yun,,,,,
15-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$4,200",Andrew,"$4,000.00",,,,
15-Dec-2025,UK,EU-UK-Google-GA,Budget and modifiers,10%,Andrew,13.00%,,,,
15-Dec-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$3,500",Andrew,3000,,,,
15-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$4,000",Andrew,"$6,000.00",,,,
15-Dec-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$5,000",Andrew,"$6,000.00",,,,
15-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$2,500",Andrew,"$4,000.00",,,,
15-Dec-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"Min: $1,700.00
Max: $2,100.00",Andrew,"Min: $1,800.00
Max: $2,700.00",,,,
15-Dec-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$700,Andrew,$800.00,,,,
,IT,EU-IT-Google-GA,Budget and modifiers,$200,Andrew,300,,,,
15-Dec-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$200.00
Min: $1,000.00
Max: $1800.00",Andrew,"$220.00
Min: $1,000.00
Max: $2,200.00",,,,
15-Dec-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"200 CPTMin: $1,000.00
Max: $1500.00",Andrew,"Min: $1,000.00
Max: $2,000.00",,,,
15-Dec-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$200,Andrew,$400.00,,,,
15-Dec-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$100,Andrew,$200,,,,
15-Dec-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,000",Andrew,"$1,400.00",,,,
15-Dec-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$500,Andrew,$700.00,,,,
15-Dec-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$200,Andrew,$400.00,,,,
16-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,tROAS 9%>9.3%,Yun,Highest CPA portfolio. Increased ROAS target higher than actual to lower CPA,,,,
16-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$4,000",Andrew,"$4,200.00",,,,
16-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,900,Andrew,"$1,500.00",,,,
16-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,1400,Andrew,"$2,000.00",,,,
22-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,9.3% to 10%,Yun,,,,,
22-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,10% to 10.5%,Yun,,,,,
22-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,8%>9%,Yun,,,,,
22-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,7%>8%,Yun,,,,,
22-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$1,500",Andrew,3600,,,,
22-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,400,Andrew,700,,,,
22-Dec-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$1,500",Andrew,"$2,900",,,,
22-Dec-2025,UK,EU-UK-Google-GA,Budget and modifiers,600,Andrew,1500,,,,
22-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,800,Andrew,1300,,,,
22-Dec-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$2,500",Andrew,3500,,,,
22-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$2,500",Andrew,3500,,,,
22-Dec-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$300,Andrew,500,,,,
22-Dec-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$3,000",Andrew,5000,,,,
22-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$1,000",Andrew,2000,,,,
22-Dec-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$500,Andrew,$700.00,,,,
22-Dec-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"Min: $1,000.00
Max: $1700.00",Andrew,"Min: $1,700.00
Max: $2,100.00",,,,
22-Dec-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$200.00
Min: $600.00
Max: $1,400.00",Andrew,"$200.00
Min: $1,000.00
Max: $1,800.00",,,,
22-Dec-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"230 CPTMin: $800.00
Max: $1,300.00",Andrew,"Min: $1,000.00
Max: $1,500.00",,,,
22-Dec-2025,UK,Acct Consolidation,Acct Consolidation,Combined Product & Vertical Genric Campaigns to PV,Yun,,,,,
12/30/2025,UK,Acct Consolidation,Acct Consolidation,Combined the rest of Product AMZ & Vertical AMZ campaigns to UK_P-V_AMZ,Yun,,,,,
,DE,Acct Consolidation,Acct Consolidation,DE - Vertical_Office AMZ to DE_P-V_AMZ to host Product AMZ and Vertical AMZ,Yun,,,,,
26-Dec-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$1,100",Andrew,"$1,400",,,,
26-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$1,200",Andrew,"$1,500",,,,
26-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,$600,Andrew,$800,,,,
29-Dec-2025,FR,EU-FR-Google-Generic,Budget and modifiers,CPT $150>$140,Yun,,,,,
29-Dec-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,tROAS 10%>11.5%,Yun,,,,,
29-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,WK 50-51 avg actaul 10.66%. tROAS 8%>10%,Yun,,,,,
29-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,WK 50-51 avg actual 11.39% tROAS 9%>11%,Yun,,,,,
30-Dec-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$1,500",Andrew,"$1,200.00",300,,,
30-Dec-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$2,000",Andrew,"$1,100",900,,,
30-Dec-2025,UK,EU-UK-Google-GA,Budget and modifiers,1100,Andrew,600,500,,,
30-Dec-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,1000,Andrew,700,300,,,
30-Dec-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$3,300",Andrew,"$2,300.00",900,,,
30-Dec-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$3,000",Andrew,"$2,300.00",700,,,
30-Dec-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,$700,Andrew,500,200,,,
30-Dec-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$4,400",Andrew,"$2,800.00",1600,,,
30-Dec-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$2,000",Andrew,"$1,000.00",1000,,,
30-Dec-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$210.00
Min: $900.00
Max: $1,400.00",Andrew,"$200.00
Min: $600.00
Max: $1,400.00",300,,,
30-Dec-2025,IT,EU-IT-Google-Product,Budget and modifiers,$100,Andrew,$150.00,-50,,,
30-Dec-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$240.00
Min: $1100.00
Max: $1,600.00",Andrew,"	
$230.00
Min: $800.00
Max: $1,300.00",300,,,
30-Dec-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$150,Andrew,200,-50,,,
30-Dec-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,500",Andrew,$800.00,700,,,
30-Dec-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$800,Andrew,$400.00,400,,,
5-Jan-2026,DE,Google Acct Consolidation - P1,,Combined product and vertical campaigns to P-V (if they are within the same portfolio),Yun,,,,,
5-Jan-2026,IT,EU-IT-Google-GA,AMO Setting,Changed objective from EFID to EFID Refmarker Reg 2 ,Andrew,"This change was due to incorrect feed data being sent to AMO since Q4 '24, with an updated feed being tested in IT before EU3",,,,
5-Jan-2026,IT,EU-IT-Google-Generic,AMO Setting,Changed objective from EFID to EFID Refmarker Reg 2 ,Andrew,"This change was due to incorrect feed data being sent to AMO since Q4 '24, with an updated feed being tested in IT before EU3",,,,
5-Jan-2026,IT,EU-IT-Google-Generic-HighCPA,AMO Setting,Changed objective from EFID to EFID Refmarker Reg 2 ,Andrew,"This change was due to incorrect feed data being sent to AMO since Q4 '24, with an updated feed being tested in IT before EU3",,,,
5-Jan-2026,IT,EU-IT-Google-Product,AMO Setting,Changed objective from EFID to EFID Refmarker Reg 2 ,Andrew,"This change was due to incorrect feed data being sent to AMO since Q4 '24, with an updated feed being tested in IT before EU3",,,,
5-Jan-2026,IT,EU-IT-Google-Vertical,AMO Setting,Changed objective from EFID to EFID Refmarker Reg 2 ,Andrew,"This change was due to incorrect feed data being sent to AMO since Q4 '24, with an updated feed being tested in IT before EU3",,,,
5-Jan-2026,IT,EU-IT-Google-Generic,AMO Setting,Changed bidding from CPT to DAily,Andrew,This is needed when moving to a new objective based on AMO guidance,,,,
5-Jan-2026,UK,EU-UK-Google-Generic,Budget and modifiers,"$3,700",Andrew,4000,,,,
5-Jan-2026,UK,EU-UK-Google-GA,Budget and modifiers,"$2,000.00",Andrew,2300,,,,
5-Jan-2026,DE,EU-DE-Google-Generic,Budget and modifiers,"$5,000",Andrew,"$5,500.00",,,,
5-Jan-2026,FR,EU-FR-Google-AMZ,Budget and modifiers,"$1,000.00",Andrew,700,,,,
5-Jan-2026,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $1,600.00
Max: $2,600.00",Andrew,"$140.00
Min: $1,100.00
Max: $2,000.00",,,,
5-Jan-2026,FR,EU-FR-Google-GA_Top,Budget and modifiers,$900,Andrew,$700.00,,,,
5-Jan-2026,FR,EU-FR-Brand-Plus,Budget and modifiers,120>130 CPT,Andrew,,,,,
5-Jan-2026,IT,EU-IT-Google-GA,Budget and modifiers,$500,Andrew,,,,,
5-Jan-2026,IT,EU-IT-Google-AMZ,Budget and modifiers,"$3,000",Andrew,230>250 CPT,,,,
5-Jan-2026,IT,EU-IT-Google-Product,Budget and modifiers,$300,Andrew,,,,,
5-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,"$2,900",Andrew,,,,,
5-Jan-2026,IT,EU-IT-Google-Vertical,Budget and modifiers,$300,Andrew,,,,,
5-Jan-2026,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$200,Andrew,,,,,
5-Jan-2026,IT,EU-IT-Bing-NB,Budget and modifiers,$100,Andrew,,,,,
5-Jan-2026,IT,EU-IT-Brand-Plus,Budget and modifiers,,Andrew,150>170 CPT,,,,
5-Jan-2026,ES,EU-ES-Google-AMZ,Budget and modifiers,"$1,300",Andrew,1000,,,,
5-Jan-2026,ES,EU-ES-Google-GA_Top,Budget and modifiers,$700,Andrew,500,,,,
6-Jan-2026,DE,EU-ES-Google-Brand-Plus,Budget and modifiers,26%,Andrew,30%,,,,
6-Jan-2026,UK,EU-UK-Bing-NB,Budget and modifiers,Enabled,Andrew,Was paused due to low PO budget in 2025,,,,
6-Jan-2026,DE,EU-DE-Google- PV,Budget and modifiers,500,Andrew,300,,,,
1/5 & 1/6,DE,Google ,Ads,Paused underperforming ads,Yun,,,,,
8-Jan-2026,IT,EU-IT-Google-Generic,Budget and modifiers,3500,Andrew,3300,,,,
