Keyword	Match type	Campaign	Ad group	Final URL	Impr.	Clicks	Cost
"""soap supplier"""	Phrase match	AU_Generic_P-V_Janitorial	Soap_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_351522128367_y175435632662#cle-jan	153	21	109.45
"""hotel supplies online"""	Phrase match	AU_Generic_P-V_Hospitality	Products_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_hosp_160231485_y182023549670#foo-ser	276	21	119.46
[bulk toilet paper]	Exact match	AU_Generic_P-V_Janitorial	Paper_Bulk_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_92688795_x175435631942#cle-jan	235	21	104.15
[commercial cake boxes]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_343383864948_x173370677250	182	21	75.88
"""bulk glassware"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_298901863905_y173370684410	133	21	49.01
"""equipment for businesses"""	Phrase match	AU_Generic	Enterprises_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1408937950209_y174297845970	262	22	121.21
"""bulk nail polish"""	Phrase match	AU_Generic_P-V_Beauty	Nail-Care_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_300640519119_y178961839096	119	22	142.88
[bulk cleaning]	Exact match	AU_Generic_P-V_Janitorial	Products_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_298508072835_x175435635742	230	22	157.48
"""bags suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_311851139268_y179602179833	134	22	103.67
"""bakery box suppliers"""	Phrase match	AU_Generic_P-V_Food	Kitchen Tools_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_354992661347_y173370686330	135	22	254.27
"""commercial serving trays"""	Phrase match	AU_Generic_P-V_Food	Kitchen Tools_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_306939701682_y173370686290	227	22	73.65
"""bulk laundry supplies"""	Phrase match	AU_Generic_P-V_Janitorial	Industrial-Chemicals_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_306522081519_y175435630542	337	22	133.09
[clothing bulk]	Exact match	AU_Generic_P-V_Shops	Clothing_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_316641116615_x179602104433	286	23	141.2
[amazon business benefits]	Exact match	AU_Brand_Exact	Account_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_381999707896_x182824221487	144	23	254.7
[amazon business prime cost]	Exact match	AU_Brand_Exact	Prime_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_375584073522_x182824221727	118	23	303.89
[amazon business information]	Exact match	AU_Brand_Exact	Navigation_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_413943788105_x182824221567	176	23	236.84
"""suppliers purchases"""	Phrase match	AU_Generic	Suppliers_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1458913160114_y174297844970	188	23	182.67
[company items]	Exact match	AU_Generic	Enterprises_Products_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_312602639499_x183777805128	211	23	180.6
"""wholesale cooking"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_334303000314_y173370685570	200	23	113.62
"""wholesale skin care products"""	Phrase match	AU_Generic_P-V_Beauty	Skin-Care_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_299795961104_y178961838416#sal-spa	301	23	92.49
[bulk for shop]	Exact match	AU_Generic_P-V_Shops	Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_2267532355089_x179602104913	273	23	101.27
"""equipment for companies"""	Phrase match	AU_Generic	Enterprises_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1408937950249_y174297845970	422	24	226.55
[create amazon business account]	Exact match	AU_Brand_Exact	Account_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_300984984225_x182824221487	59	24	89.88
"""bulk fruit juice"""	Phrase match	AU_Generic_P-V_Food	Drinks_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_326207267705_y173370684850	266	24	198.19
"""toilet tissue distributor"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_333132188839_y175435635022#cle-jan	278	24	241.11
[buy bulk]	Exact match	AU_Generic	Bulk_Buy_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_121808436_x183777804368	230	24	176.3
"""baby clothing sets suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Accessories Baby_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1435904270851_y179602180713	173	24	95.98
[cleaning buy]	Exact match	AU_Generic_P-V_Janitorial	Purchasing_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_312350322858_x175435633102#cle-jan	424	24	139.43
"""wholesale event supplies"""	Phrase match	AU_Generic_P-V_Celebrations	Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_296882768326_y183739365252	214	25	117.67
"""buy wholesale"""	Phrase match	AU_Generic	Wholesales_Buy_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_33282830_y174297845650	221	25	153.55
"""bulk fruit"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_296504565485_y173370685170	282	25	150.49
"""b2b wholesale"""	Phrase match	AU_Generic	B2B_Wholesales_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_247326843_y174297847570	149	25	155.27
"""cell phone for business"""	Phrase match	AU_Generic_P-V_Electronics	Cell-Phones_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_300807333054_y184975936944#comp	311	25	142.15
[wholesale foodstuffs]	Exact match	AU_Generic_P-V_Food	Wholesales_Food_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_811188017516_x173370677490	220	25	115.73
"""cooking suppliers"""	Phrase match	AU_Generic_P-V_Food	Food_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1302577753_y173370685410	376	26	114.91
"""distributors toy"""	Phrase match	AU_Generic_P-V_Shops	Toys Shop_Distributors_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_381661452158_y179602103233	151	26	106.99
"""office supplies au"""	Phrase match	AU_Generic_P-V_Office	Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_337371656301_y175041561101#off-pro	430	26	78.96
"""bulk trays"""	Phrase match	AU_Generic_P-V_Food	Plates_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_320544528714_y173370687090	278	26	160.62
"""sugar sellers"""	Phrase match	AU_Generic_P-V_Food	Food_Sellers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_296048756130_y173370685370	282	26	108.24
[food wholesale market]	Exact match	AU_Generic_P-V_Food	Wholesales_Food_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_325025781059_x173370677490	180	26	83.62
"""company purchasing"""	Phrase match	AU_Generic	Purchasing_Enterprises_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_861254567964_y174297843970	250	27	154.51
"""socks suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Hosiery & Socks_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_311963204297_y179602179553	246	27	166.64
[professional vacuums]	Exact match	AU_Generic_P-V_Janitorial	Floor-Care_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_296545748842_x175435633382#cle-jan	433	27	164.14
"""bulk flours"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_355565801676_y173370685170	433	28	115.73
[cleaning products]	Exact match	AU_Generic_P-V_Janitorial	Products_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_30843153_x175435635502#cle-jan	432	28	136.07
[easter egg bulk buy]	Exact match	AU_Generic_P-V_Food	Sweets_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_352368646682_x173370677930	252	28	142.87
"""gift wholesaler"""	Phrase match	AU_Generic_P-V_Shops	Wholesalers_Gifts_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_143255464_y179602104673	259	29	136.55
"""store furniture"""	Phrase match	AU_Generic_P-V_Shops	Furniture_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_329720881_y179602105113	193	29	93.77
"""bulk condiments"""	Phrase match	AU_Generic_P-V_Food	Condiments_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_322690070762_y173370683730	243	29	147.96
"""glassware wholesalers"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_318860268161_y173370684690	191	29	161.66
"""b2b products"""	Phrase match	AU_Generic	B2B_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_159763069_y174297847170	464	30	306.35
"""items companies"""	Phrase match	AU_Generic	Enterprises_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1267441625671_y174297845970	429	30	293.93
[bulk suppliers]	Exact match	AU_Generic	Bulk_Suppliers_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_298286339401_x183777805848	305	30	294.64
"""furniture for shops"""	Phrase match	AU_Generic_P-V_Shops	Furniture_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_280199408_y179602105113	371	30	136.34
"""bulk toilet paper"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Bulk	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_387689837_y175435636782	334	30	129.53
"""oils suppliers"""	Phrase match	AU_Generic_P-V_Food	Condiments_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_458422616629_y173370683890	228	30	126.38
"""bulk spray bottles"""	Phrase match	AU_Generic_P-V_Janitorial	Tools_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_325103482991_y175435633662	270	31	166.92
[amazon business prime login]	Exact match	AU_Brand_Exact	Prime_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_381759533191_x182824221727	94	31	80.37
"""purchasing large quantities"""	Phrase match	AU_Generic	Bulk_Buy_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_2417897716293_y174297845210	264	31	231.1
"""ingredients wholesale"""	Phrase match	AU_Generic_P-V_Food	Wholesales_Food_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_510213213832_y173370688530	418	31	102.22
"""amazon business delivery"""	Phrase match	AU_Brand_Phrase	Navigation_Phrase	https://business.amazon.com.au/?ref_=pd_sl_au_brand_phrase_322112036565_y182824219167	300	32	306.85
"""bulk seeds"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_32131840_y173370685170	266	32	189.47
"""storage wholesale"""	Phrase match	AU_Generic_P-V_Crafts	Professional-Tools_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_510213196272_y181713035161#mro	215	32	178.35
"""coffee wholesalers"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_300519070492_y173370685610	320	32	142.58
[laptops for business]	Exact match	AU_Generic_P-V_Electronics	Computers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_488989225152_x179165231018#comp	808	32	191.61
"""coffee machines sellers"""	Phrase match	AU_Generic_P-V_Food	Coffee Machines_Sellers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_879290697545_y173370683650	285	32	102.49
"""professional work gloves"""	Phrase match	AU_Generic_P-V_Safety	Equipment-Gear_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_saf_339617170023_y179165236298#mro	384	33	128.57
"""apparel suppliers"""	Phrase match	AU_Generic_P-V_Shops	Suppliers_Clothing_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_317734352559_y179602107593	477	33	212.79
"""bulk soap"""	Phrase match	AU_Generic_P-V_Janitorial	Soap_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_51798243_y175435631022	491	33	164.6
"""easter egg bulk buy"""	Phrase match	AU_Generic_P-V_Food	Sweets_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_606662978552_y173370688050	194	34	152.06
"""bulk wipes"""	Phrase match	AU_Generic_P-V_Janitorial	Tools_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_338040179424_y175435633662	555	34	217.31
"""bulk accessories"""	Phrase match	AU_Generic_P-V_Shops	Accessories_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_336206728507_y179602103993	430	34	160.4
"""hoodies distributors"""	Phrase match	AU_Generic_P-V_Apparel	Tops_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_304681599052_y179602179353	223	35	183.69
"""companies business"""	Phrase match	AU_Generic	Enterprises_Shop_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_322451609721_y174297847130	510	35	283.21
"""buy bulk online"""	Phrase match	AU_Generic	Bulk_Buy_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_298461281678_y174297845210	235	35	182.8
"""false eyelashes suppliers"""	Phrase match	AU_Generic_P-V_Beauty	Makeup_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_308091303813_y178961839176#sal-spa	278	36	224.99
[amazon business registration]	Exact match	AU_Brand_Exact	Account_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_381999709176_x182824221487	148	36	353.47
"""wholesale toilet paper"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_298581530824_y175435635342#cle-jan	317	37	265.87
"""bulk fresh foods"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_1436450656930_y173370685170	468	37	231.44
"""professional mops"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_312140714387_y175435629982#cle-jan	468	37	151.06
"""bulk boxed chocolate"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_1436450656530_y173370685170	279	37	160.03
"""bulk snacks"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_259897136_y173370685170	204	37	144.99
"""drinks wholesaler"""	Phrase match	AU_Generic_P-V_Food	Wholesalers_Food_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_374553731404_y173370688490	322	37	205.94
"""office products"""	Phrase match	AU_Generic_P-V_Office	Office_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_11240101_y175041559381#off-pro	576	38	234.63
[how to set up a business amazon account]	Exact match	AU_Brand_Exact	Navigation_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_356593839970_x182824221567	176	38	441.41
"""detergent distributor"""	Phrase match	AU_Generic_P-V_Janitorial	Detergent_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_389533811683_y175435634582#cle-jan	449	38	203.14
"""computers distributor"""	Phrase match	AU_Generic_P-V_Electronics	Computers_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_417780379886_y184975937464#comp	511	38	248.26
"""electronics bulk"""	Phrase match	AU_Generic_P-V_Shops	Electronics_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_388859926551_y179602106633	504	39	221.82
"""bulk paper products"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Bulk_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_297648532021_y175435635302#cle-jan	553	39	270.55
"""shoes distributors"""	Phrase match	AU_Generic_P-V_Apparel	Shoes_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_337150926_y179602178873	309	39	201.5
"""air fresheners distributor"""	Phrase match	AU_Generic_P-V_Janitorial	Odour_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_1434855915766_y175435635582#cle-jan	285	40	227.63
"""wholesale cups"""	Phrase match	AU_Generic_P-V_Food	Kitchen Tools_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_155354162_y173370686370	260	40	147.68
"""business cards vendor"""	Phrase match	AU_Generic	Office Supplies_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_5562129859_y174297844490	502	41	262.14
"""beautician wholesaler"""	Phrase match	AU_Generic_P-V_Beauty	Wholesalers_Cosmetics_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_2267876477733_y178961838656#sal-spa	451	41	171.68
"""online shop for companies"""	Phrase match	AU_Generic	Enterprises_Shop_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_2269770895147_y174297847130	665	41	282
"""bulk plates"""	Phrase match	AU_Generic_P-V_Food	Plates_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_1131599020_y173370687090	272	42	145.16
"""bulk biscuits"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_332087543455_y173370685170	366	42	231.23
"""wholesaler"""	Phrase match	AU_Generic	Wholesalers_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_25348811_y174297844770	574	42	503.76
"""professional floor mats"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_859620003314_y175435629982#cle-jan	646	42	240.32
"""bulk oils"""	Phrase match	AU_Generic_P-V_Food	Condiments_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_330368993924_y173370683730	367	42	168.1
[commercial take out containers]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_311978593906_x173370677250	431	43	132.36
"""bulk detergent"""	Phrase match	AU_Generic_P-V_Janitorial	Detergent_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_304377824361_y175435633862	613	44	215.63
"""beverages wholesale"""	Phrase match	AU_Generic_P-V_Food	Wholesales_Food_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_311211899901_y173370688530	251	44	305.93
"""bulk nail accessories"""	Phrase match	AU_Generic_P-V_Beauty	Nail-Care_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_768188659124_y178961839096	395	45	192.02
"""bulk canned food"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_298763615933_y173370685170	441	46	247.98
"""commercial trays"""	Phrase match	AU_Generic_P-V_Food	Plates_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_401029832157_y173370687250	646	46	219.21
"""home office essentials"""	Phrase match	AU_Generic_P-V_Office	Home-Office_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_335018488742_y175041559901#off-pro	617	46	240.48
"""accessories for companies"""	Phrase match	AU_Generic	Enterprises_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1408937948089_y174297847650	459	46	319.16
"""laundry supplies"""	Phrase match	AU_Generic_P-V_Janitorial	Industrial-Chemicals_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_298903921159_y175435632902#cle-jan	528	47	218.57
"""vending machine distributor"""	Phrase match	AU_Generic_P-V_Food	Vending_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_167763153_y173370688290	374	47	112.84
"""amazon au business"""	Phrase match	AU_Brand_Phrase	Pure_ Phrase	https://business.amazon.com.au/?ref_=pd_sl_au_brand_phrase_2263004745042_y182824218927	512	48	391.68
"""bulk cleaning supplies"""	Phrase match	AU_Generic_P-V_Janitorial	Supply_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_282036073_y175435636062	860	48	270.51
"""amazon business prime"""	Phrase match	AU_Brand_Phrase	Prime_Phrase	https://business.amazon.com.au/?ref_=pd_sl_au_brand_phrase_373588144049_y182824219087	605	49	561.33
"""hair wholesale"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Appliances_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_279529942_y178961837896#sal-spa	506	49	219.62
"""wholesale items"""	Phrase match	AU_Generic	Wholesales_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_101783355_y174297845690	377	49	439.88
"""wholesale fabrics"""	Phrase match	AU_Generic_P-V_Materials	Wholesales_Textiles_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_mat_47122090_y176863280623	567	49	259.45
"""wholesale drinks"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_912824931_y173370685570	324	50	307.16
"""hats bulk"""	Phrase match	AU_Generic_P-V_Apparel	Outerwear_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_305231263099_y179602178833	527	50	279
"""buy commercial equipment"""	Phrase match	AU_Generic	Commercial Customers_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_296991597971_y174297847330	751	50	301.87
"""bulk seasoning"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_300646649906_y173370685170	639	50	208.08
"""wholesale chocolate"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_27995240_y173370685570	361	50	383.17
"""office electronics"""	Phrase match	AU_Generic_P-V_Office	Office_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_311213820466_y175041559381#off-pro	673	51	219.37
[amazon prime business]	Exact match	AU_Brand_Exact	Prime_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_330020978097_x182824221727	142	51	104.27
"""bulk party"""	Phrase match	AU_Generic_P-V_Celebrations	Party_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_714057231_y183739365532	553	51	300.77
"""hospitality supplies"""	Phrase match	AU_Generic_P-V_Hospitality	Hospitality_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_hosp_76155761_y182023549870#foo-ser	687	51	266.77
"""tote bags distributors"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1434094904060_y179602182153	452	52	324.53
"""bulk baby accessories"""	Phrase match	AU_Generic_P-V_Apparel	Accessories Baby_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_503787767475_y179602181273	306	52	186.84
"""tissue paper distributor"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_349487892945_y175435635022#cle-jan	546	52	308.99
"""office filing system"""	Phrase match	AU_Generic_P-V_Office	Office_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_309510295628_y175041559381#off-pro	926	53	323.97
"""business cards business"""	Phrase match	AU_Generic_P-V_Office	Office-Supplies_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_1292909925_y175041559101#off-pro	944	53	319.47
"""suppliers products"""	Phrase match	AU_Generic	Suppliers_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_301634993453_y174297844970	646	53	370.54
"""hats wholesale"""	Phrase match	AU_Generic_P-V_Apparel	Outerwear_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_150613170_y179602180273	602	53	328.66
[amazon business au]	Exact match	AU_Brand_Exact	Pure_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_825772595656_x182824221527	300	54	476.04
"""bulk for store"""	Phrase match	AU_Generic_P-V_Shops	Generic_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_1500757142397_y179602107273	928	54	278.19
"""commercial tv screens"""	Phrase match	AU_Generic_P-V_Electronics	Televisions_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_305622281460_y184975938224#comp	585	54	261.6
"""professional vacuums"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_354361712807_y175435629982#cle-jan	720	55	258.14
"""t-shirts distributors"""	Phrase match	AU_Generic_P-V_Apparel	Tops_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_304681608692_y179602179353	403	56	277.73
[how to create an amazon business account]	Exact match	AU_Brand_Exact	Navigation_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_376943159698_x182824221567	221	56	514.69
"""commercial smart tv"""	Phrase match	AU_Generic_P-V_Electronics	Televisions_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_1436453067010_y184975938224#comp	"1,132"	56	411.35
