Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
liquidos de aseo industrial,"""artículos de limpieza para negocios""",Phrase match (close variant),MX - Janitorial,Products_Phrase,2,1,3.22,3.22,2,32.43,Converting KW
tablas para quesos mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,3,2,3.21,1.61,15,101.18,Converting KW
nipro medical de méxico s a de c v,"""proveedor médico""",Phrase match (close variant),MX - Medical,Suppliers_Phrase,2,1,3.21,3.21,2,59.21,Converting KW
balones mayoreo,"""equipo al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,14,1,3.21,3.21,1,183.75,Converting KW
como cambiar cuenta de amazon business a normal,"""cuenta amazon business""",Phrase match,MX - Brand Phrase,Account_Phrase,4,1,3.21,3.21,8,67.5,Converting KW
donde puedo surtir para poner una dulcería,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,17,2,3.21,1.61,7,154.55,Converting KW
distribuidores de tintes,"""distribuidores de productos para el cabello""",Phrase match (close variant),MX - Beauty,Hair Styling_Distributors_Phrase,1,1,3.21,3.21,4,130.23,Converting KW
sombrillas economicas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,2,3.2,1.6,18,109.3,Converting KW
botellas de plástico de 1 litro por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,2,3.2,1.6,18,109.3,Converting KW
venta de accesorios para mascotas al por mayoreo en méxico,"""mayorista de accesorios para mascotas""",Phrase match (close variant),MX - Shops,Shops_Wholesalers_Pet Shop_Phrase,4,1,3.2,3.2,0,,Zero-Reg KW
vasos para niños mayoreo,"""proveedores vasos""",Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,2,1,3.2,3.2,2,214.57,Converting KW
proveedores de maquillaje alta gama,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,5,2,3.2,1.6,13,58.64,Converting KW
cajas por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,2,3.2,1.6,18,109.3,Converting KW
fabricantes de instrumental quirúrgico en méxico,"""proveedor médico""",Phrase match (close variant),MX - Medical,Suppliers_Phrase,2,1,3.2,3.2,2,59.21,Converting KW
proveedores de ropa de marca original,"""ropa de marca""",Phrase match,MX - Apparel,Clothing_Phrase,13,3,3.19,1.06,0,,Zero-Reg KW
monster mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,20,3,3.18,1.06,7,59.86,Converting KW
amazon business que es y para que sirve,"""cuenta de empresa en amazon""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,7,1,3.18,3.18,15,46.07,Converting KW
precio extintor 6 kg,"""suministro de extintores""",Phrase match (close variant),MX - Crafts,Professional Tools_Procurement_Phrase,3,2,3.18,1.59,0,,Zero-Reg KW
proveedores de frascos,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,2,1,3.18,3.18,7,154.55,Converting KW
distribuidores de alimentos,"""alimentos al por mayor""",Exact match (close variant),MX - Food,Food_Wholesale_Phrase,7,1,3.18,3.18,6,206.28,Converting KW
venta de playeras oversize mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.18,3.18,13,83.22,Converting KW
equipo para eventos sociales,"""productos para eventos""",Phrase match (close variant),MX - Celebrations,Products_Phrase,1,1,3.18,3.18,0,,Zero-Reg KW
pantufla mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.17,3.17,18,109.3,Converting KW
donde puedo comprar tenis originales por mayoreo,"""distribuidores de calzado""",Phrase match (close variant),MX - Shops,Shops_Distributors_Clothing_Phrase,4,2,3.17,1.59,0,,Zero-Reg KW
hamsco store,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.17,3.17,13,83.22,Converting KW
mascarilla facial mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.16,3.16,13,83.22,Converting KW
oficinas amazon mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,15,1,3.16,3.16,13,167.13,Converting KW
accesorios deportivos mayoreo,"""equipo al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,2,1,3.16,3.16,1,183.75,Converting KW
bolsas originales mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,3,1,3.16,3.16,13,83.22,Converting KW
playeras polo mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.16,3.16,13,83.22,Converting KW
productos para revender directo de fábrica méxico,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,5,3,3.16,1.05,8,164.87,Converting KW
chamarras para hombre mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.16,3.16,18,109.3,Converting KW
contacto amazon business,"""amazon business""",Phrase match,MX - Brand Phrase,Pure_Phrase,2,1,3.16,3.16,2,153.85,Converting KW
distribuidores de globos en mexico,"""productos para eventos""",Phrase match (close variant),MX - Celebrations,Products_Phrase,2,1,3.16,3.16,0,,Zero-Reg KW
relojes a mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,3.16,3.16,18,109.3,Converting KW
proveedores para boutique,"""proveedor para empresas""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,2,1,3.16,3.16,4,68.08,Converting KW
gloss mayoreo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,14,2,3.16,1.58,13,58.64,Converting KW
encendedores tokai mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.15,3.15,13,83.22,Converting KW
vasos mayoreo cdmx,"""proveedores vasos""",Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,1,1,3.15,3.15,2,214.57,Converting KW
ventas de mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,6,3,3.15,1.05,5,48.47,Converting KW
termos mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,14,1,3.15,3.15,18,109.3,Converting KW
libretas economicas por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.15,3.15,13,83.22,Converting KW
tiendas mayorista,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,6,1,3.15,3.15,5,48.47,Converting KW
tazas blancas mayoreo monterrey,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.15,3.15,13,83.22,Converting KW
frascos de vidrio por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,3,1,3.15,3.15,13,83.22,Converting KW
toallas para alberca mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.15,3.15,13,83.22,Converting KW
bissu mayoreo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,39,2,3.15,1.58,13,58.64,Converting KW
termos mayoreo guadalajara,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,3,1,3.15,3.15,13,83.22,Converting KW
libretas ecologicas mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.15,3.15,13,83.22,Converting KW
frascos de vidrio con tapa mayoreo cdmx,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.15,3.15,13,83.22,Converting KW
artículos para fiestas mayoreo cdmx,"""productos para eventos""",Phrase match (close variant),MX - Celebrations,Products_Phrase,3,1,3.15,3.15,0,,Zero-Reg KW
bolsas de manta mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,12,2,3.15,1.58,18,109.3,Converting KW
distribuidores de loctite en mexico,"""proveedor de pegamento""",Phrase match (close variant),MX - Crafts,Professional Tools_Supplier_Phrase,2,1,3.15,3.15,0,,Zero-Reg KW
cervezas mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,6,2,3.15,1.58,7,59.86,Converting KW
plumones al mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.15,3.15,18,109.3,Converting KW
bolsas para café mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,3,1,3.15,3.15,13,83.22,Converting KW
suavitel mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.14,3.14,18,109.3,Converting KW
valijas por mayor,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.14,3.14,18,109.3,Converting KW
lapiceros por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.14,3.14,18,109.3,Converting KW
mayoreando,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.14,3.14,18,109.3,Converting KW
vasos con tapa mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.14,3.14,18,109.3,Converting KW
pilas mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.14,3.14,18,109.3,Converting KW
frascos para conservas mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.14,3.14,13,83.22,Converting KW
dulces americanos mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,1,3.14,3.14,18,109.3,Converting KW
joyero mini mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,3.14,3.14,18,109.3,Converting KW
balsamo labial mayoreo,"""mayorista de productos para el cuidado de la piel""",Phrase match (close variant),MX - Beauty,Skin Care_Wholesale_Phrase,6,1,3.14,3.14,1,160.71,Converting KW
silla plegable mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,6,1,3.14,3.14,18,109.3,Converting KW
proveedores de bolsas para dama,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,4,3,3.14,1.05,8,164.87,Converting KW
comprar iphone por mayoreo,"""distribuidores de smartphone""",Phrase match (close variant),MX - Electronics,Cell Phones_Distributor_Phrase,3,3,3.14,1.05,3,49.38,Converting KW
directorio de abarroteros mayoristas,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.14,3.14,13,83.22,Converting KW
1688 com tienda,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,6,1,3.13,3.13,18,109.3,Converting KW
loncheras mayoreo cdmx,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,5,1,3.13,3.13,13,83.22,Converting KW
proveedores de bolsas stand up pouch,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.13,3.13,13,83.22,Converting KW
bases de cerámica mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.13,3.13,13,83.22,Converting KW
donde comprar chamarras de mezclilla por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.13,3.13,18,109.3,Converting KW
mesas y sillas para cafeterías,"""muebles para cafetería""",Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,2,1,3.13,3.13,0,,Zero-Reg KW
cubrebocas mayoreo guadalajara,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.13,3.13,13,83.22,Converting KW
mandil mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.13,3.13,18,109.3,Converting KW
toallas para gym mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.13,3.13,18,109.3,Converting KW
llaveros mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,7,2,3.13,1.57,15,101.18,Converting KW
plantillas para zapatos por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.13,3.13,13,83.22,Converting KW
perfumes mayoreo mexico,"""proveedor de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,8,2,3.13,1.57,4,162.04,Converting KW
carteras dama mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.13,3.13,18,109.3,Converting KW
caps mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,3.12,3.12,18,109.3,Converting KW
mayoreo productos coreanos,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,3,1,3.12,3.12,13,83.22,Converting KW
pistola de agua mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,6,1,3.12,3.12,18,109.3,Converting KW
venta de gorras por mayoreo cdmx,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.12,3.12,13,83.22,Converting KW
dulces por mayoreo para negocio,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,8,3,3.12,1.04,6,206.28,Converting KW
playeras tipo polo mayoreo cdmx,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.12,3.12,13,83.22,Converting KW
memorias usb al por mayor,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.12,3.12,18,109.3,Converting KW
tarros de cristal mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.12,3.12,13,83.22,Converting KW
productos de jarciería mayoreo puebla,"""venta al por mayor de artículos de limpieza""",Phrase match (close variant),MX - Janitorial,Wholesales_Phrase,5,2,3.12,1.56,1,134.33,Converting KW
pulseras mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,2,3.12,1.56,18,109.3,Converting KW
proveedores de mochilas por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.12,3.12,13,83.22,Converting KW
proveedores de sandalias por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.12,3.12,18,109.3,Converting KW
papel higiénico bobina mayoreo,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,17,3,3.12,1.04,3,90.98,Converting KW
morral ecologico mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.12,3.12,13,83.22,Converting KW
frascos de vidrio mayoreo guadalajara,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,4,1,3.12,3.12,13,83.22,Converting KW
velas de mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.11,3.11,18,109.3,Converting KW
pantalones de mezclilla mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.11,3.11,18,109.3,Converting KW
abarrote mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,2,2,3.11,1.56,6,206.28,Converting KW
cosmetiqueras al mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.11,3.11,18,109.3,Converting KW
maletas deportivas mayoreo,"""equipo al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,3,1,3.11,3.11,1,183.75,Converting KW
memoria usb 8gb mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,1,1,3.11,3.11,0,,Zero-Reg KW
productos chinos para vender,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,10,1,3.11,3.11,13,83.22,Converting KW
jeans mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.11,3.11,18,109.3,Converting KW
pantalon mezclilla mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.11,3.11,18,109.3,Converting KW
cajas kraft mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,2,3.11,1.56,18,109.3,Converting KW
amazon industrial,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,11,2,3.11,1.56,13,167.13,Converting KW
bolsas para regalo mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.11,3.11,18,109.3,Converting KW
donde comprar maquillaje original por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.1,3.1,13,83.22,Converting KW
frascos para conservas mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,2,3.1,1.55,18,109.3,Converting KW
malangas mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,14,2,3.1,1.55,6,206.28,Converting KW
amazon para emprendedores,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,3.1,3.1,13,167.13,Converting KW
leche lala mayoreo,"""productos lácteos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,1,1,3.1,3.1,2,79.13,Converting KW
proveedores mayoristas mexico,"""suministro distribuidor""",Phrase match (close variant),MX - Generic,Procurement_Suppliers_Phrase,2,1,3.1,3.1,2,153.75,Converting KW
máquina de hielo industrial 1 tonelada,"""máquinas de hielo profesionales""",Phrase match (close variant),MX - Food,Restaurant_Phrase,2,2,3.1,1.55,0,,Zero-Reg KW
venta de tenis originales mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.1,3.1,13,83.22,Converting KW
proveedores leche,"""proveedores leche""",Exact match,MX - Food,Drinks_Suppliers_Phrase,2,1,3.1,3.1,1,13.79,Converting KW
www office max,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,3,2,3.1,1.55,1,662.23,Converting KW
vasos de acero inoxidable mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.1,3.1,18,109.3,Converting KW
mueble para oficina,[mobiliario para oficinas],Exact match (close variant),MX - Office,Furniture_Exact,20,1,3.1,3.1,0,,Zero-Reg KW
cascos mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.1,3.1,18,109.3,Converting KW
memorias usb por mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,13,1,3.1,3.1,0,,Zero-Reg KW
donde comprar ropa americana nueva para vender,"""comprar ropa para vender""",Phrase match,MX - Apparel,Clothing_Phrase,12,3,3.1,1.03,6,43.0,Converting KW
gorras proveedor,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,1,2,3.1,1.55,4,142.51,Converting KW
pomaderas de plastico mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,3,1,3.1,3.1,13,83.22,Converting KW
bolsas tote bag mayoreo,"""bolsas de tela al por mayor""",Phrase match (close variant),MX - Apparel,Accessories_Wholesales_Phrase,6,2,3.1,1.55,0,,Zero-Reg KW
jergas por mayoreo,"""mayoristas de artículos de limpieza""",Phrase match (close variant),MX - Janitorial,Wholesalers_Phrase,1,2,3.1,1.55,1,195.2,Converting KW
pegamento industrial para madera,"""proveedor de pegamento""",Phrase match (close variant),MX - Crafts,Professional Tools_Supplier_Phrase,1,1,3.09,3.09,0,,Zero-Reg KW
venta relojes al mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.09,3.09,13,83.22,Converting KW
playera blanca mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.09,3.09,18,109.3,Converting KW
termos mayoreo mercado libre,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,3.09,3.09,18,109.3,Converting KW
mamparas para eventos,"""productos para eventos""",Phrase match (close variant),MX - Celebrations,Products_Phrase,2,1,3.09,3.09,0,,Zero-Reg KW
facturar compra en amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,2,1,3.09,3.09,11,98.78,Converting KW
sandalias mujer mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.09,3.09,18,109.3,Converting KW
gorras new era de mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.09,3.09,18,109.3,Converting KW
abanicos de mano por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,14,1,3.09,3.09,18,109.3,Converting KW
bolsas y papel de regalo por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.09,3.09,18,109.3,Converting KW
ventas por amazon,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,3,1,3.09,3.09,13,167.13,Converting KW
distribuidor de playo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.09,3.09,13,83.22,Converting KW
bolsas de celofan mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.09,3.09,13,83.22,Converting KW
mayoreo steren,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,3.09,3.09,13,83.22,Converting KW
proveedores reventa,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,2,2,3.08,1.54,4,142.51,Converting KW
fundas de celulares por mayor,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.08,3.08,18,109.3,Converting KW
memoria usb mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,5,1,3.08,3.08,18,109.3,Converting KW
pastilleros por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.08,3.08,18,109.3,Converting KW
monederos mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,2,3.08,1.54,18,109.3,Converting KW
mercancía china para vender,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,9,2,3.08,1.54,7,154.55,Converting KW
tarjas de acero inoxidable industrial,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,3,2,3.08,1.54,2,128.3,Converting KW
productos para revender directo de fábrica,"""compras para negocios""",Phrase match (close variant),MX - Generic,Enterprises_Buy_Phrase,9,4,3.08,0.77,0,,Zero-Reg KW
vasos para café con tapa mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,1,3.08,3.08,18,109.3,Converting KW
amazon enterprise access,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,4,1,3.07,3.07,13,167.13,Converting KW
proveedor de alpura,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,7,2,3.07,1.54,2,77.84,Converting KW
facturación en amazon,"""facturar amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,2,1,3.07,3.07,3,49.61,Converting KW
chocolate ferrero mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,2,1,3.07,3.07,6,206.28,Converting KW
audifonos inalambricos por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.07,3.07,18,109.3,Converting KW
loctite mexico distribuidores,"""proveedor de pegamento""",Phrase match (close variant),MX - Crafts,Professional Tools_Supplier_Phrase,1,1,3.07,3.07,0,,Zero-Reg KW
plumas personalizadas mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,3.07,3.07,13,83.22,Converting KW
objetos para oficina,[comprar material de oficina],Exact match (close variant),MX - Office,Generic_Order_Exact,1,1,3.07,3.07,0,,Zero-Reg KW
venta de ropa interior por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,3,2,3.06,1.53,18,109.3,Converting KW
gorras mayoreo new era,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.06,3.06,18,109.3,Converting KW
jabón roma por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,2,3.06,1.53,18,109.3,Converting KW
proveedores en guadalajara,"""proveedores comerciales""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,2,1,3.06,3.06,2,135.12,Converting KW
comandas para restaurante,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,28,3,3.06,1.02,2,128.3,Converting KW
chamarras rompevientos mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.06,3.06,18,109.3,Converting KW
abarrotes al mayoreo guadalajara,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,5,1,3.06,3.06,6,206.28,Converting KW
donde comprar productos chinos para vender,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,5,2,3.06,1.53,4,142.51,Converting KW
office depot queretaro,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,49,3,3.05,1.02,1,662.23,Converting KW
peelerz mayoreo,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,14,2,3.05,1.53,8,164.87,Converting KW
tarro de cerveza mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,3.05,3.05,18,109.3,Converting KW
