Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
commercial cleaning products environmentally friendly,"""cleaning distributors""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,1,1,7.17,7.17,3,125.42,Converting KW
wholesale paper bags australia,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,7,1,7.16,7.16,0,,Zero-Reg KW
wholesale blue bottles,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,2,1,7.16,7.16,2,108.81,Converting KW
megger 10kv insulation tester price,"""electrical testing products""",Phrase match (close variant),AU_Generic_P-V_Industrial,Measurement_Phrase,1,1,7.16,7.16,0,,Zero-Reg KW
magnet business cards near me,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.16,7.16,1,319.47,Converting KW
bulk paper straws,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,1,1,7.16,7.16,3,3.81,Converting KW
alibaba business,"""online shop for companies""",Phrase match (close variant),AU_Generic,Enterprises_Shop_Phrase,2,1,7.16,7.16,0,,Zero-Reg KW
beanies bulk,"""hats bulk""",Phrase match (close variant),AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,3,1,7.16,7.16,0,,Zero-Reg KW
cheap wholesale glasses,"""wholesale glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,1,1,7.16,7.16,4,61.5,Converting KW
wholesale electrical items,"""electrical suppliers""",Phrase match (close variant),AU_Generic_P-V_Crafts,Professional-Tools_Suppliers_Phrase,1,1,7.16,7.16,0,,Zero-Reg KW
bulk paper straws,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,1,1,7.16,7.16,3,115.3,Converting KW
spa products wholesale,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,1,1,7.15,7.15,4,95.73,Converting KW
buy bulk amazon,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,3,1,7.15,7.15,15,93.84,Converting KW
candle container supplier,"""jars wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Wholesale_Phrase,1,1,7.15,7.15,0,,Zero-Reg KW
custom packaging tapes,"""industrial packaging tape""",Phrase match (close variant),AU_Generic_P-V_Industrial,Packaging_Phrase,1,1,7.15,7.15,0,,Zero-Reg KW
business cards cost,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,7.15,7.15,1,291.32,Converting KW
workstation 64gb ram,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,2,1,7.15,7.15,0,,Zero-Reg KW
small business gift ideas,"""items for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,7.15,7.15,1,146.81,Converting KW
wholesale pilates socks,"""socks distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Distributors_Phrase,3,1,7.15,7.15,0,,Zero-Reg KW
amazon sales partner,"""amazon for business""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,7.15,7.15,6,75.21,Converting KW
buy rice in bulk,"""bulk fresh foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,7.15,7.15,0,,Zero-Reg KW
bulk gift items,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,7.14,7.14,0,,Zero-Reg KW
bulk beauty supplies,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,2,1,7.14,7.14,4,95.73,Converting KW
confectionery wholesale,[sweet shop bulk],Exact match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Exact,3,1,7.14,7.14,0,,Zero-Reg KW
clothing bales,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,2,1,7.14,7.14,0,,Zero-Reg KW
business card printers australia,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.14,7.14,1,291.32,Converting KW
bulk cleaning products near me,"""cleaning distributors""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,2,1,7.14,7.14,3,125.42,Converting KW
wholesale airbnb supplies,"""hotel supplies online""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,2,1,7.14,7.14,1,92.33,Converting KW
neoprene fabric wholesale,"""wholesale fabrics""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,2,1,7.14,7.14,1,108.63,Converting KW
tv display for business,"""commercial smart tv""",Phrase match (close variant),AU_Generic_P-V_Electronics,Televisions_Phrase,1,1,7.14,7.14,0,,Zero-Reg KW
bulk canned foods,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,3,2,7.14,3.57,4,128.88,Converting KW
business cards print,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,3,1,7.14,7.14,1,319.47,Converting KW
t shirt manufacturers australia,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,3,1,7.13,7.13,0,,Zero-Reg KW
dry goods wholesale,"""buy wholesale""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,1,1,7.13,7.13,0,,Zero-Reg KW
viraclean disinfectant,"""cleaning buy""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,5,2,7.13,3.57,0,,Zero-Reg KW
leasing equipment,"""equipment for businesses""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,7.13,7.13,0,,Zero-Reg KW
business card magnets,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,7,1,7.13,7.13,1,319.47,Converting KW
apothecary jars wholesale australia,"""bottles wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,1,1,7.13,7.13,2,108.81,Converting KW
wholesale gatorade,"""drinks wholesaler""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesalers_Food_Phrase,1,1,7.13,7.13,0,,Zero-Reg KW
bucket hats bulk,"""hats bulk""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,1,1,7.13,7.13,0,,Zero-Reg KW
flower business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,7.13,7.13,1,291.32,Converting KW
surface laptop 6 for business,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,8,1,7.13,7.13,0,,Zero-Reg KW
fullypromoted,"""items for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,7.12,7.12,1,146.81,Converting KW
oil filter wholesale distributor,"""wholesale equipment""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,7.12,7.12,0,,Zero-Reg KW
shoe suppliers australia,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,1,1,7.12,7.12,0,,Zero-Reg KW
shoe dropshipping,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,2,1,7.12,7.12,0,,Zero-Reg KW
jam jars bulk,"""jars bulk""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,6,1,7.12,7.12,5,120.9,Converting KW
plastic butchers trays,"""commercial trays""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Phrase,1,1,7.12,7.12,0,,Zero-Reg KW
laundry detergent powder bulk,"""bulk detergent""",Phrase match,AU_Generic_P-V_Janitorial,Detergent_Bulk_Phrase,2,1,7.12,7.12,1,75.69,Converting KW
amazon business credit account,"""amazon company account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,2,1,7.12,7.12,3,141.62,Converting KW
tshirt wholesale australia,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,3,1,7.12,7.12,0,,Zero-Reg KW
bucket hat manufacturers,"""headwear distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,2,1,7.12,7.12,0,,Zero-Reg KW
bulk coffee cups,"""bulk cups""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,2,1,7.11,7.11,1,206.79,Converting KW
bulk white sugar,"""sugar sellers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Sellers_Phrase,6,1,7.11,7.11,0,,Zero-Reg KW
hair professional supplies,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,7.11,7.11,8,113.14,Converting KW
business promotional items,"""items for companies""",Exact match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,7.11,7.11,1,146.81,Converting KW
luggage carts for hotels,"""hotel accessories""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,2,1,7.11,7.11,0,,Zero-Reg KW
beauty salon supplies,"""professional beauty products""",Exact match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,7.11,7.11,8,113.14,Converting KW
10ml roll on bottles wholesale,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,2,1,7.11,7.11,2,108.81,Converting KW
massage business cards templates free,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.1,7.1,1,291.32,Converting KW
glass bottles wholesale,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,1,1,7.1,7.1,2,108.81,Converting KW
business card print australia,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,3,1,7.1,7.1,1,291.32,Converting KW
blank tote bags bulk,"""tote bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,3,1,7.1,7.1,0,,Zero-Reg KW
cleaning supplies supplier,"""cleaning distributors""",Exact match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,3,1,7.1,7.1,3,125.42,Converting KW
cheap business cards printing,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,3,1,7.1,7.1,1,291.32,Converting KW
cup cake boxes bulk,[bulk cupcake boxes],Exact match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,1,1,7.1,7.1,0,,Zero-Reg KW
drinks wholesaler,[drinks wholesaler],Exact match,AU_Generic_P-V_Food,Wholesalers_Food_Exact,1,1,7.1,7.1,0,,Zero-Reg KW
free business cards printing,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.1,7.1,1,291.32,Converting KW
hair dressing salon equipment,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,2,1,7.1,7.1,4,95.73,Converting KW
face gems wholesale,"""cosmetics wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,2,1,7.09,7.09,0,,Zero-Reg KW
usb flash drive wholesale prices,"""wholesale electronic products""",Phrase match (close variant),AU_Generic_P-V_Electronics,Electronics_Wholesale_Phrase,1,1,7.09,7.09,5,30.39,Converting KW
microfibre cloths bulk,"""bulk cleaning""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,3,1,7.09,7.09,3,130.22,Converting KW
hotel supply,"""hotel equipment""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,2,1,7.09,7.09,0,,Zero-Reg KW
thinkcentre m910q,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,2,1,7.09,7.09,0,,Zero-Reg KW
bulk 20oz tumblers,"""bulk cups""",Phrase match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,2,1,7.09,7.09,1,206.79,Converting KW
food storage bags bulk,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.09,7.09,0,,Zero-Reg KW
toilet paper bulk,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,18,1,7.08,7.08,3,30.72,Converting KW
home office desk equipment,"""home office essentials""",Phrase match (close variant),AU_Generic_P-V_Office,Home-Office_Phrase,1,1,7.08,7.08,0,,Zero-Reg KW
pet food bulk,"""bulk pet supplies""",Phrase match (close variant),AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,3,1,7.08,7.08,2,144.05,Converting KW
hair salon wholesale,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,4,1,7.08,7.08,8,113.14,Converting KW
toilet paper bulk,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,18,1,7.08,7.08,3,5.82,Converting KW
mason jars australia wholesale,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,3,1,7.08,7.08,5,120.9,Converting KW
hairdressing suppliers,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,1,1,7.08,7.08,4,95.73,Converting KW
wholesale butter,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,5,1,7.08,7.08,0,,Zero-Reg KW
wholesale mason ball jars,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,7.08,7.08,5,120.9,Converting KW
bulk potato flour,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.08,7.08,0,,Zero-Reg KW
bulk nail supplies near me,"""bulk nail accessories""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,2,1,7.08,7.08,0,,Zero-Reg KW
wholesale baskets australia,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,3,2,7.07,3.54,0,,Zero-Reg KW
booktopia wholesale,"""books wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,2,1,7.07,7.07,0,,Zero-Reg KW
electronic business card,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,7.07,7.07,1,291.32,Converting KW
bulk slate coasters,"""bulk coasters""",Phrase match,AU_Generic_P-V_Food,Barware_Bulk_Phrase,1,1,7.07,7.07,0,,Zero-Reg KW
organic cotton t shirt wholesale,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,7.07,7.07,0,,Zero-Reg KW
business cards print melbourne,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.06,7.06,1,291.32,Converting KW
canvas board bulk,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,7.06,7.06,0,,Zero-Reg KW
print high quality business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.06,7.06,1,291.32,Converting KW
chocolate wholesalers near me,"""chocolate wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,3,1,7.06,7.06,1,242.11,Converting KW
salon stools with wheels,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,6,1,7.06,7.06,8,113.14,Converting KW
work desk for home office,"""home office essentials""",Phrase match (close variant),AU_Generic_P-V_Office,Home-Office_Phrase,1,1,7.06,7.06,0,,Zero-Reg KW
wholesale baking chocolate,"""chocolate wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,1,1,7.05,7.05,1,242.11,Converting KW
wholesale calico,"""wholesale fabrics""",Phrase match (close variant),AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,1,1,7.05,7.05,1,108.63,Converting KW
empty candle jars wholesale australia,"""jars wholesale""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesale_Phrase,6,2,7.05,3.53,0,,Zero-Reg KW
lenovo thinkcentre m75q,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,3,1,7.05,7.05,0,,Zero-Reg KW
bulk travel size toiletries,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,2,7.05,3.53,0,,Zero-Reg KW
beauty supplies warehouse,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,7.05,7.05,8,113.14,Converting KW
buy textbooks wholesale,"""books wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,2,1,7.05,7.05,0,,Zero-Reg KW
calico shopping bags wholesale,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,7.05,7.05,0,,Zero-Reg KW
frozen berries bulk,"""bulk fruit""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,7.05,7.05,1,128.67,Converting KW
desktop for work,"""computers for business""",Exact match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,1,1,7.04,7.04,0,,Zero-Reg KW
cups bulk,[bulk cups],Exact match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,1,1,7.04,7.04,0,,Zero-Reg KW
business card designer,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,7.04,7.04,1,291.32,Converting KW
business card template,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,8,1,7.04,7.04,1,291.32,Converting KW
calico bags in bulk,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,7.04,7.04,0,,Zero-Reg KW
distribution rights for sale,"""company purchasing""",Phrase match (close variant),AU_Generic,Purchasing_Enterprises_Phrase,1,1,7.04,7.04,0,,Zero-Reg KW
confectionery in bulk,[sweet shop bulk],Exact match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Exact,2,1,7.04,7.04,0,,Zero-Reg KW
where to buy bulk chocolates,"""chocolate wholesalers""",Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Phrase,1,1,7.04,7.04,1,242.11,Converting KW
bulk buy pens,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,7.04,7.04,0,,Zero-Reg KW
clean supplies,[cleaning buy],Exact match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Exact,1,1,7.03,7.03,1,79.23,Converting KW
how to make a business card,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,4,1,7.03,7.03,1,291.32,Converting KW
lockable office drawers,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,3,2,7.03,3.52,0,,Zero-Reg KW
mini jam jars bulk,"""jars bulk""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,7.03,7.03,5,120.9,Converting KW
custom made business card,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,7.03,7.03,1,291.32,Converting KW
bulk laundry liquid australia,"""bulk laundry supplies""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Phrase,4,1,7.03,7.03,1,129.66,Converting KW
bulk dog biscuits,"""bulk pet supplies""",Phrase match (close variant),AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,8,1,7.02,7.02,2,144.05,Converting KW
hair salon furniture suppliers,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,1,1,7.02,7.02,4,95.73,Converting KW
amazon business pricing,[amazon business account cost],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,1,7.02,7.02,0,,Zero-Reg KW
wholesale plain tshirts,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,7.02,7.02,0,,Zero-Reg KW
mens socks bulk,"""socks distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Distributors_Phrase,1,1,7.02,7.02,0,,Zero-Reg KW
small business stuff,"""product supply""",Phrase match (close variant),AU_Generic,Procurement_Products_Phrase,1,1,7.02,7.02,0,,Zero-Reg KW
laundry powder 20kg,"""laundry supplies""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,1,1,7.02,7.02,0,,Zero-Reg KW
bulk wholesalers,"""bulk for store""",Phrase match (close variant),AU_Generic_P-V_Shops,Generic_Bulk_Phrase,2,1,7.01,7.01,0,,Zero-Reg KW
black cowboy hat bulk,"""hats bulk""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,1,1,7.01,7.01,0,,Zero-Reg KW
cowboy hats bulk,"""hats bulk""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,3,1,7.01,7.01,0,,Zero-Reg KW
preserving jars bunnings bulk,"""jars bulk""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,7.01,7.01,5,120.9,Converting KW
bulk body wash australia,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,7.01,7.01,0,,Zero-Reg KW
wholesale books,[order books in bulk],Exact match (close variant),AU_Generic_P-V_Shops,Book Shop_Bulk_Exact,15,2,7.01,3.51,0,,Zero-Reg KW
standard business card printing,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,7.01,7.01,1,291.32,Converting KW
ferrero rocher wholesale price,"""chocolate wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Phrase,1,1,7.0,7.0,1,242.11,Converting KW
glass jars wholesale melbourne,"""wholesale glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,5,1,7.0,7.0,4,61.5,Converting KW
wholesale nappies,"""bulk baby accessories""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Phrase,1,1,6.99,6.99,0,,Zero-Reg KW
coke zero wholesale,"""wholesale soft drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,2,1,6.99,6.99,1,115.32,Converting KW
flip flop suppliers,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,2,1,6.99,6.99,0,,Zero-Reg KW
wholesale easter gifts,"""gift wholesaler""",Phrase match,AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,1,1,6.99,6.99,2,44.42,Converting KW
cheap tissue paper bulk,"""tissue paper distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,2,1,6.99,6.99,0,,Zero-Reg KW
buy wholesale t shirts from india,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,6.99,6.99,0,,Zero-Reg KW
up & go bulk buy,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,2,6.99,3.5,0,,Zero-Reg KW
bulk cheap headphones,"""electronics bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Electronics_Bulk_Phrase,1,1,6.99,6.99,0,,Zero-Reg KW
bulk calico bags,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,3,1,6.98,6.98,0,,Zero-Reg KW
carry bag manufacturers,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,6.98,6.98,0,,Zero-Reg KW
professional facial tools,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,6.98,6.98,8,113.14,Converting KW
wholesale claw clips,"""hair accessories bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Accessories_Bulk_Phrase,1,1,6.98,6.98,1,48.99,Converting KW
wholesale return gifts for housewarming,"""gift wholesaler""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,3,1,6.98,6.98,2,44.42,Converting KW
wholesale nike shoes,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,4,1,6.98,6.98,0,,Zero-Reg KW
guest amenities suppliers australia,"""hotel supplies online""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,1,1,6.97,6.97,1,92.33,Converting KW
nail wholesale suppliers,"""bulk nail accessories""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,2,1,6.97,6.97,0,,Zero-Reg KW
business cards fast delivery,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,4,1,6.97,6.97,1,291.32,Converting KW
business supplies,"""product supply""",Phrase match (close variant),AU_Generic,Procurement_Products_Phrase,1,1,6.97,6.97,0,,Zero-Reg KW
lollies in bulk,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,16,2,6.96,3.48,2,227.29,Converting KW
energy drink wholesale,"""drinks wholesaler""",Phrase match,AU_Generic_P-V_Food,Wholesalers_Food_Phrase,3,1,6.96,6.96,0,,Zero-Reg KW
wholesale candle lamps,"""wholesale lamps""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,2,1,6.96,6.96,0,,Zero-Reg KW
nas devices for business,"""equipment for businesses""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,6.96,6.96,0,,Zero-Reg KW
hand soap bulk,"""bulk hand soaps""",Exact match (close variant),AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,1,1,6.96,6.96,1,27.94,Converting KW
filing drawers,"""office filing system""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.95,6.95,0,,Zero-Reg KW
emily rose clothing wholesale,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,1,1,6.95,6.95,3,151.68,Converting KW
straws in bulk,[bulk straws],Exact match (close variant),AU_Generic_P-V_Food,Barware_Bulk_Exact,2,1,6.95,6.95,0,,Zero-Reg KW
cheapest business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,5,1,6.95,6.95,1,291.32,Converting KW
business card printing service,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,6.95,6.95,1,291.32,Converting KW
solubol wholesale,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.94,6.94,0,,Zero-Reg KW
book wholesalers australia,"""books wholesalers""",Phrase match,AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,3,1,6.94,6.94,0,,Zero-Reg KW
buy wholesale from china,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,4,2,6.94,3.47,0,,Zero-Reg KW
redbull wholesale,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,2,1,6.94,6.94,0,,Zero-Reg KW
wholesale glass bottles,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,2,1,6.94,6.94,2,108.81,Converting KW
