Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,Registrations,CPC,CPA,CTR %,Conv Rate %
"""bulk accessories""",Phrase match,AU_Generic_P-V_Shops,Accessories_Bulk_Phrase,430,34,160.4,0,4.72,,7.91,0.0
"""bulk boxed chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,279,37,160.03,2,4.33,80.02,13.26,5.41
"""commercial food warmers""",Phrase match,AU_Generic_P-V_Food,Serving Line_Phrase,412,18,159.28,0,8.85,,4.37,0.0
[bulk cleaning],Exact match,AU_Generic_P-V_Janitorial,Products_Bulk_Exact,230,22,157.48,0,7.16,,9.57,0.0
[how to get amazon business account],Exact match,AU_Brand_Exact,Navigation_Exact,115,20,157.25,2,7.86,78.63,17.39,10.0
[business amazon],Exact match,AU_Brand_Exact,Pure_Exact,232,72,155.44,2,2.16,77.72,31.03,2.78
"""b2b wholesale""",Phrase match,AU_Generic,B2B_Wholesales_Phrase,149,25,155.27,0,6.21,,16.78,0.0
"""company purchasing""",Phrase match,AU_Generic,Purchasing_Enterprises_Phrase,250,27,154.51,0,5.72,,10.8,0.0
"""buy wholesale""",Phrase match,AU_Generic,Wholesales_Buy_Phrase,221,25,153.55,0,6.14,,11.31,0.0
"""easter egg bulk buy""",Phrase match,AU_Generic_P-V_Food,Sweets_Bulk_Phrase,194,34,152.06,0,4.47,,17.53,0.0
"""professional mops""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Phrase,468,37,151.06,0,4.08,,7.91,0.0
"""b2b shop""",Phrase match,AU_Generic,B2B_Marketplace_Phrase,246,19,150.98,0,7.95,,7.72,0.0
"""bulk fruit""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,282,25,150.49,1,6.02,150.49,8.87,4.0
"""bulk condiments""",Phrase match,AU_Generic_P-V_Food,Condiments_Bulk_Phrase,243,29,147.96,0,5.1,,11.93,0.0
"""wholesale cups""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,260,40,147.68,0,3.69,,15.38,0.0
[setup amazon business account],Exact match,AU_Brand_Exact,Account_Exact,41,12,147.42,3,12.28,49.14,29.27,25.0
"""bulk plates""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,272,42,145.16,0,3.46,,15.44,0.0
"""bulk snacks""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,204,37,144.99,0,3.92,,18.14,0.0
[business prime duo],Exact match,AU_Brand_Exact,Prime_Exact,141,14,143.72,1,10.27,143.72,9.93,7.14
"""wholesale gloves""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,153,20,143.57,0,7.18,,13.07,0.0
"""bulk nail polish""",Phrase match,AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,119,22,142.88,1,6.49,142.88,18.49,4.55
[easter egg bulk buy],Exact match,AU_Generic_P-V_Food,Sweets_Bulk_Exact,252,28,142.87,0,5.1,,11.11,0.0
"""coffee wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,320,32,142.58,1,4.46,142.58,10.0,3.13
"""commercial computers""",Phrase match,AU_Generic_P-V_Electronics,Computers_Phrase,576,11,142.36,0,12.94,,1.91,0.0
"""cell phone for business""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Phrase,311,25,142.15,1,5.69,142.15,8.04,4.0
[clothing bulk],Exact match,AU_Generic_P-V_Shops,Clothing_Bulk_Exact,286,23,141.2,0,6.14,,8.04,0.0
[cleaning buy],Exact match,AU_Generic_P-V_Janitorial,Purchasing_Exact,424,24,139.43,0,5.81,,5.66,0.0
"""business prime""",Phrase match,AU_Brand_Phrase,Prime_Phrase,244,12,137.85,0,11.49,,4.92,0.0
"""gift wholesaler""",Phrase match,AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,259,29,136.55,0,4.71,,11.2,0.0
"""furniture for shops""",Phrase match,AU_Generic_P-V_Shops,Furniture_Phrase,371,30,136.34,0,4.54,,8.09,0.0
"""seller stationery""",Phrase match,AU_Generic_P-V_Office,Sellers_Phrase,251,18,136.28,0,7.57,,7.17,0.0
[cleaning products],Exact match,AU_Generic_P-V_Janitorial,Products_Exact,432,28,136.07,0,4.86,,6.48,0.0
[amazon business account fees],Exact match,AU_Brand_Exact,Account_Exact,81,11,134.92,0,12.27,,13.58,0.0
"""paper wholesale""",Phrase match,AU_Generic_P-V_Office,Paper_Wholesale_Phrase,188,18,133.88,0,7.44,,9.57,0.0
"""bulk laundry supplies""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Phrase,337,22,133.09,0,6.05,,6.53,0.0
"""bulk moisturizer""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,131,17,132.85,0,7.81,,12.98,0.0
[commercial take out containers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Exact,431,43,132.36,0,3.08,,9.98,0.0
"""bulk toilet paper""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Bulk,334,30,129.53,0,4.32,,8.98,0.0
"""professional work gloves""",Phrase match,AU_Generic_P-V_Safety,Equipment-Gear_Phrase,384,33,128.57,0,3.9,,8.59,0.0
"""oils suppliers""",Phrase match,AU_Generic_P-V_Food,Condiments_Suppliers_Phrase,228,30,126.38,0,4.21,,13.16,0.0
"""bulk hand soaps""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,343,20,125.39,0,6.27,,5.83,0.0
"""pet supplies distributors""",Phrase match,AU_Generic_P-V_Shops,Pet Shop_Distributors_Phrase,109,16,122.98,0,7.69,,14.68,0.0
"""toilet paper distributor""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,172,19,122.7,0,6.46,,11.05,0.0
"""equipment for businesses""",Phrase match,AU_Generic,Enterprises_Products_Phrase,262,22,121.21,0,5.51,,8.4,0.0
"""hotel supplies online""",Phrase match,AU_Generic_P-V_Hospitality,Products_Phrase,276,21,119.46,0,5.69,,7.61,0.0
"""wholesale event supplies""",Phrase match,AU_Generic_P-V_Celebrations,Wholesale_Phrase,214,25,117.67,2,4.71,58.84,11.68,8.0
"""sunglasses distributors""",Phrase match,AU_Generic_P-V_Apparel,Eyewear_Distributors_Phrase,227,18,117.14,0,6.51,,7.93,0.0
[wholesale foodstuffs],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,220,25,115.73,0,4.63,,11.36,0.0
"""bulk flours""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,433,28,115.73,0,4.13,,6.47,0.0
"""cooking suppliers""",Phrase match,AU_Generic_P-V_Food,Food_Suppliers_Phrase,376,26,114.91,2,4.42,57.46,6.91,7.69
"""wholesale cooking""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,200,23,113.62,0,4.94,,11.5,0.0
"""vending machine distributor""",Phrase match,AU_Generic_P-V_Food,Vending_Distributor_Phrase,374,47,112.84,0,2.4,,12.57,0.0
"""books wholesalers""",Phrase match,AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,182,20,111.07,0,5.55,,10.99,0.0
[amazon business account sign in],Exact match,AU_Brand_Exact,Navigation_Exact,83,21,110.35,2,5.25,55.18,25.3,9.52
"""tumblers wholesalers""",Phrase match,AU_Generic_P-V_Food,Glassware_Wholesalers_Phrase,67,10,110.23,0,11.02,,14.93,0.0
"""hair accessories bulk""",Phrase match,AU_Generic_P-V_Shops,Accessories_Bulk_Phrase,214,18,109.8,0,6.1,,8.41,0.0
"""soap supplier""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Supplier_Phrase,153,21,109.45,0,5.21,,13.73,0.0
"""sugar sellers""",Phrase match,AU_Generic_P-V_Food,Food_Sellers_Phrase,282,26,108.24,1,4.16,108.24,9.22,3.85
"""distributors toy""",Phrase match,AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,151,26,106.99,0,4.12,,17.22,0.0
"""distributor companies""",Phrase match,AU_Generic,Distributors_Enterprises_Phrase,279,18,106.82,0,5.93,,6.45,0.0
"""bulk dried fruit""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,211,18,106.37,0,5.91,,8.53,0.0
[amazon prime business],Exact match,AU_Brand_Exact,Prime_Exact,142,51,104.27,4,2.04,26.07,35.92,7.84
[bulk toilet paper],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,235,21,104.15,0,4.96,,8.94,0.0
"""butcher wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,216,13,103.88,0,7.99,,6.02,0.0
"""bags suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,134,22,103.67,0,4.71,,16.42,0.0
"""coffee machines sellers""",Phrase match,AU_Generic_P-V_Food,Coffee Machines_Sellers_Phrase,285,32,102.49,0,3.2,,11.23,0.0
"""ingredients wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,418,31,102.22,1,3.3,102.22,7.42,3.23
[bulk for shop],Exact match,AU_Generic_P-V_Shops,Bulk_Exact,273,23,101.27,0,4.4,,8.42,0.0
[bulk paper towels],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,173,15,100.7,0,6.71,,8.67,0.0
[bulk drinks],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,81,17,99.7,1,5.86,99.7,20.99,5.88
[amazon au business prime],Exact match,AU_Brand_Exact,Prime_Exact,47,16,98.38,4,6.15,24.6,34.04,25.0
"""bulk party decorations""",Phrase match,AU_Generic_P-V_Celebrations,Party_Bulk_Phrase,249,18,96.21,1,5.35,96.21,7.23,5.56
"""baby clothing sets suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories Baby_Suppliers_Phrase,173,24,95.98,0,4.0,,13.87,0.0
"""bulk bins""",Phrase match,AU_Generic_P-V_Janitorial,Waste_Bulk_Phrase,188,13,94.91,0,7.3,,6.91,0.0
"""store furniture""",Phrase match,AU_Generic_P-V_Shops,Furniture_Phrase,193,29,93.77,0,3.23,,15.03,0.0
"""party decorations suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,176,18,93.44,2,5.19,46.72,10.23,11.11
"""wholesale skin care products""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Wholesale_Phrase,301,23,92.49,0,4.02,,7.64,0.0
"""bulk disposable wipes""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,160,15,92.33,0,6.16,,9.38,0.0
"""cosmetic salon wholesaler""",Phrase match,AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,227,15,89.93,0,6.0,,6.61,0.0
[create amazon business account],Exact match,AU_Brand_Exact,Account_Exact,59,24,89.88,4,3.74,22.47,40.68,16.67
"""wholesale lamps""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,112,16,87.81,0,5.49,,14.29,0.0
[foods wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,139,16,86.73,0,5.42,,11.51,0.0
"""bulk waxing""",Phrase match,AU_Generic_P-V_Beauty,Hair-Removal_Bulk_Phrase,117,18,86.65,0,4.81,,15.38,0.0
[amazon business login],Exact match,AU_Brand_Exact,Navigation_Exact,505,172,85.32,5,0.5,17.06,34.06,2.91
[office accessories],Exact match,AU_Generic_P-V_Office,Office_Exact,294,19,84.54,0,4.45,,6.46,0.0
[food wholesale market],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,180,26,83.62,0,3.22,,14.44,0.0
[wholesale suppliers],Exact match,AU_Generic,Wholesales_Suppliers_Exact,34,7,83.46,0,11.92,,20.59,0.0
"""umbrellas distributors""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,84,19,83.37,0,4.39,,22.62,0.0
"""gastronomy tools""",Phrase match,AU_Generic_P-V_Food,Tools_Phrase,334,20,82.76,1,4.14,82.76,5.99,5.0
[amazon business account review],Exact match,AU_Brand_Exact,Account_Exact,97,4,82.61,0,20.65,,4.12,0.0
[amazon business free],Exact match,AU_Brand_Exact,Account_Exact,90,7,82.59,0,11.8,,7.78,0.0
[bulk cleaning supplies],Exact match,AU_Generic_P-V_Janitorial,Supply_Bulk_Exact,201,18,82.34,0,4.57,,8.96,0.0
[bulk canned food],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,68,13,82.01,0,6.31,,19.12,0.0
"""hotel equipment""",Phrase match,AU_Generic_P-V_Hospitality,Products_Phrase,158,13,80.57,0,6.2,,8.23,0.0
[amazon business prime login],Exact match,AU_Brand_Exact,Prime_Exact,94,31,80.37,0,2.59,,32.98,0.0
[wholesaler],Exact match,AU_Generic,Wholesalers_Exact,71,8,80.28,0,10.04,,11.27,0.0
"""bulk disposable gloves""",Phrase match,AU_Generic_P-V_Janitorial,Gloves_Bulk_Phrase,195,18,80.11,0,4.45,,9.23,0.0
"""dessert wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,201,10,80.02,0,8.0,,4.98,0.0
"""skin care products distributors""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Distributors_Phrase,243,16,79.89,1,4.99,79.89,6.58,6.25
"""office supplies au""",Phrase match,AU_Generic_P-V_Office,Suppliers_Phrase,430,26,78.96,0,3.04,,6.05,0.0
"""bulk canned goods""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,107,16,78.17,0,4.89,,14.95,0.0
"""wholesale florist""",Phrase match,AU_Generic_P-V_Shops,Florist_Wholesale_Phrase,244,15,77.52,0,5.17,,6.15,0.0
"""headwear suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,72,13,77.33,0,5.95,,18.06,0.0
"""bulk presents""",Phrase match,AU_Generic_P-V_Shops,Bulk_Gifts_Phrase,133,14,77.02,0,5.5,,10.53,0.0
[wholesale take out containers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,48,7,76.65,0,10.95,,14.58,0.0
"""baby accessories suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories Baby_Suppliers_Phrase,134,17,76.59,0,4.51,,12.69,0.0
[commercial cake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Exact,182,21,75.88,2,3.61,37.94,11.54,9.52
"""tv for conference room""",Phrase match,AU_Generic_P-V_Electronics,Televisions_Phrase,229,11,75.85,0,6.9,,4.8,0.0
"""wholesale products for resale""",Phrase match,AU_Generic,Wholesales_Products_Phrase,118,17,75.72,0,4.45,,14.41,0.0
"""computer parts distributor""",Phrase match,AU_Generic_P-V_Electronics,Computers_Distributor_Phrase,92,9,74.85,0,8.32,,9.78,0.0
"""start-up equipment""",Phrase match,AU_Generic,Enterprises_Products_Phrase,57,8,74.59,0,9.32,,14.04,0.0
"""clothing distributors""",Phrase match,AU_Generic_P-V_Shops,Clothing_Distributors_Phrase,199,17,74.59,0,4.39,,8.54,0.0
"""sweaters distributors""",Phrase match,AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,125,16,74.36,0,4.65,,12.8,0.0
[bulk commercial toilet paper],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,119,13,74.25,0,5.71,,10.92,0.0
"""commercial serving trays""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Phrase,227,22,73.65,1,3.35,73.65,9.69,4.55
"""industrial equipment""",Phrase match,AU_Generic_P-V_Industry,Products_Phrase,220,19,73.32,0,3.86,,8.64,0.0
"""industrial laundry supplies""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,250,18,73.16,0,4.06,,7.2,0.0
"""wholesale clothing""",Phrase match,AU_Generic,Wholesale_Phrase,64,8,72.99,0,9.12,,12.5,0.0
"""bulk meat""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,204,12,72.8,0,6.07,,5.88,0.0
"""electronic wholesale""",Phrase match,AU_Generic_P-V_Shops,Electronics_Wholesale_Phrase,136,12,72.77,0,6.06,,8.82,0.0
[wholesale],Exact match,AU_Generic,Wholesale_Exact,125,9,72.65,0,8.07,,7.2,0.0
"""professional carpet steamers""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Phrase,322,16,71.55,0,4.47,,4.97,0.0
"""wholesale office""",Phrase match,AU_Generic_P-V_Office,Wholesale_Phrase,69,11,71.53,0,6.5,,15.94,0.0
"""wholesale headwear""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,62,12,70.96,0,5.91,,19.35,0.0
"""hotel supplies wholesale""",Phrase match,AU_Generic_P-V_Hospitality,Products_Wholesale_Phrase,59,6,70.94,0,11.82,,10.17,0.0
"""wholesale baby accessories""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Wholesales_Phrase_Phrase_Phrase,52,11,70.87,0,6.44,,21.15,0.0
"""bulk party bags""",Phrase match,AU_Generic_P-V_Celebrations,Party_Bulk_Phrase,151,14,70.72,0,5.05,,9.27,0.0
"""bulk baking supplies""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,224,20,70.46,0,3.52,,8.93,0.0
"""fabric wholesale""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,123,13,69.82,0,5.37,,10.57,0.0
"""polo shirts distributors""",Phrase match,AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,71,6,69.63,0,11.6,,8.45,0.0
"""wholesale hospitality""",Phrase match,AU_Generic_P-V_Hospitality,Products_Wholesale_Phrase,206,16,68.69,0,4.29,,7.77,0.0
"""professional amplifiers""",Phrase match,AU_Generic_P-V_Electronics,Power_Phrase,233,11,68.61,2,6.24,34.31,4.72,18.18
[water bottles wholesale],Exact match,AU_Generic_P-V_Food,Drinks_Bulk_Exact,112,12,67.78,0,5.65,,10.71,0.0
[au amazon business prime],Exact match,AU_Brand_Exact,Prime_Exact,38,10,67.28,0,6.73,,26.32,0.0
[sweet shop bulk],Exact match,AU_Generic_P-V_Food,Sweets_Bulk_Exact,102,12,66.89,0,5.57,,11.76,0.0
"""home office paper""",Phrase match,AU_Generic_P-V_Office,Home-Office_Phrase,175,10,66.84,0,6.68,,5.71,0.0
"""toy wholesalers""",Phrase match,AU_Generic_P-V_Shops,Toys Shop_Wholesale_Phrase,75,9,66.76,0,7.42,,12.0,0.0
"""gloves distributors""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,131,12,65.61,0,5.47,,9.16,0.0
"""bulk pots""",Phrase match,AU_Generic_P-V_Food,Cookware_Bulk_Phrase,196,18,65.33,0,3.63,,9.18,0.0
"""bulk buy water""",Phrase match,AU_Generic_P-V_Food,Drinks_Bulk_Phrase,141,16,65.21,1,4.08,65.21,11.35,6.25
"""bulk conditioner""",Phrase match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Phrase,83,13,65.06,0,5.0,,15.66,0.0
[drinks wholesale market],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,57,13,64.79,0,4.98,,22.81,0.0
[wholesale canned goods],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,78,16,64.59,1,4.04,64.59,20.51,6.25
[amazon for business prime],Exact match,AU_Brand_Exact,Prime_Exact,72,10,64.55,1,6.46,64.55,13.89,10.0
"""companies online retailing""",Phrase match,AU_Generic,Enterprises_Shop_Phrase,294,14,64.44,0,4.6,,4.76,0.0
"""tissues supplier""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Supplier_Phrase,110,12,63.87,0,5.32,,10.91,0.0
"""product supply""",Phrase match,AU_Generic,Procurement_Products_Phrase,123,12,63.37,0,5.28,,9.76,0.0
"""pasta wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,45,5,63.37,0,12.67,,11.11,0.0
"""wholesale mobile phone""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Wholesale_Phrase,92,10,63.0,0,6.3,,10.87,0.0
"""water wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,83,19,62.88,0,3.31,,22.89,0.0
"""bulk headphones""",Phrase match,AU_Generic_P-V_Electronics,Headphones_Bulk_Phrase,101,8,62.37,0,7.8,,7.92,0.0
"""bulk janitorial supplies""",Phrase match,AU_Generic_P-V_Janitorial,Supply_Bulk_Phrase,105,12,62.0,0,5.17,,11.43,0.0
"""bulk commercial toilet paper""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,89,11,61.77,0,5.62,,12.36,0.0
"""wholesale appliances""",Phrase match,AU_Generic,Wholesales_Products_Phrase,71,5,61.73,0,12.35,,7.04,0.0
[amazon business open account],Exact match,AU_Brand_Exact,Account_Exact,22,7,61.28,2,8.75,30.64,31.82,28.57
"""book distributors""",Phrase match,AU_Generic_P-V_Shops,Book Shop_Distributors_Phrase,114,17,61.2,0,3.6,,14.91,0.0
"""wipes distributor""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Distributor_Phrase,80,7,60.92,0,8.7,,8.75,0.0
[order books in bulk],Exact match,AU_Generic_P-V_Shops,Book Shop_Bulk_Exact,67,14,60.19,0,4.3,,20.9,0.0
"""gift suppliers""",Phrase match,AU_Generic_P-V_Shops,Suppliers_Gifts_Phrase,96,11,59.78,0,5.43,,11.46,0.0
"""toy distributors""",Phrase match,AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,156,17,59.47,0,3.5,,10.9,0.0
[bulk detergent],Exact match,AU_Generic_P-V_Janitorial,Detergent_Bulk_Exact,83,11,58.9,0,5.35,,13.25,0.0
"""tote bags suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,118,14,58.6,0,4.19,,11.86,0.0
"""cleaning wholesale""",Phrase match,AU_Generic_P-V_Janitorial,Wholesale_Phrase,216,15,58.59,0,3.91,,6.94,0.0
"""hotel bathroom supplies""",Phrase match,AU_Generic_P-V_Hospitality,Products_Phrase,73,9,58.48,0,6.5,,12.33,0.0
"""baby accessories distributors""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase_Phrase,153,17,57.9,0,3.41,,11.11,0.0
"""sweets suppliers""",Phrase match,AU_Generic_P-V_Food,Food_Suppliers_Phrase,170,15,57.57,0,3.84,,8.82,0.0
"""bulk serving dishes""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,97,14,57.08,0,4.08,,14.43,0.0
[amazon business prime account],Exact match,AU_Brand_Exact,Prime_Exact,76,11,56.89,0,5.17,,14.47,0.0
"""party accessories suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,84,6,56.33,0,9.39,,7.14,0.0
"""bulk florist""",Phrase match,AU_Generic_P-V_Shops,Florist_Bulk_Phrase,74,12,56.28,0,4.69,,16.22,0.0
"""wholesale boxed chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,29,6,55.92,1,9.32,55.92,20.69,16.67
"""sportswear distributors""",Phrase match,AU_Generic_P-V_Apparel,Underwear Men_Bulk_Phrase_Phrase,130,11,55.7,0,5.06,,8.46,0.0
"""bulk straws""",Phrase match,AU_Generic_P-V_Food,Barware_Bulk_Phrase,44,8,55.31,0,6.91,,18.18,0.0
[book wholesalers],Exact match,AU_Generic_P-V_Shops,Wholesalers_Books Shop,65,12,54.3,0,4.52,,18.46,0.0
[commercial cleaning supply],Exact match,AU_Generic_P-V_Shops,Catalog_Exact,78,7,54.08,0,7.73,,8.97,0.0
"""bulk disinfectants""",Phrase match,AU_Generic_P-V_Janitorial,Detergent_Bulk_Phrase,132,9,54.03,0,6.0,,6.82,0.0
[amazon business prime au],Exact match,AU_Brand_Exact,Prime_Exact,39,11,53.86,1,4.9,53.86,28.21,9.09
"""manufacturing items""",Phrase match,AU_Generic,Commercial Customers_Products_Phrase,98,6,53.75,0,8.96,,6.12,0.0
"""business cards""",Phrase match,AU_Generic_P-V_Office,Office-Supplies_Phrase,261,14,53.45,0,3.82,,5.36,0.0
"""bulk paper towels""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Bulk,111,8,53.43,0,6.68,,7.21,0.0
"""bulk brushes""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,90,10,53.24,0,5.32,,11.11,0.0
[bulk soft drinks],Exact match,AU_Generic_P-V_Food,Drinks_Bulk_Exact,76,10,52.94,1,5.29,52.94,13.16,10.0
"""beauty parlour wholesaler""",Phrase match,AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,161,7,52.62,1,7.52,52.62,4.35,14.29
[business cards vendor],Exact match,AU_Generic_P-V_Office,Office-Supplies_Exact,83,8,52.5,0,6.56,,9.64,0.0
"""wholesale jackets""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Wholesales_Phrase,136,11,51.87,0,4.72,,8.09,0.0
[janitorial products],Exact match,AU_Generic_P-V_Janitorial,Products_Exact,99,11,51.8,0,4.71,,11.11,0.0
"""products start-ups""",Phrase match,AU_Generic,Enterprises_Products_Phrase,27,5,51.65,0,10.33,,18.52,0.0
[wholesale meals],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,74,6,51.21,0,8.54,,8.11,0.0
"""bulk pyjamas""",Phrase match,AU_Generic_P-V_Apparel,Sleepwear_Bulk_Phrase,18,5,49.93,0,9.99,,27.78,0.0
"""bulk coats""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,95,9,49.92,0,5.55,,9.47,0.0
"""sweatshirts suppliers""",Phrase match,AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,133,11,49.54,0,4.5,,8.27,0.0
"""bulk glassware""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,133,21,49.01,1,2.33,49.01,15.79,4.76
"""mens bulk polo shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Men_Bulk_Phrase,40,9,48.57,0,5.4,,22.5,0.0
[office furniture],Exact match,AU_Generic_P-V_Office,Furniture_Exact,215,11,48.37,0,4.4,,5.12,0.0
"""electrical suppliers""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Suppliers_Phrase,121,9,48.25,0,5.36,,7.44,0.0
"""commercial purchasing""",Phrase match,AU_Generic,B2B_Distributors_Phrase,72,5,48.21,0,9.64,,6.94,0.0
"""wholesale tissues""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Wholesale_Phrase,40,7,47.77,0,6.82,,17.5,0.0
[wholesale headwear],Exact match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,41,12,47.43,0,3.95,,29.27,0.0
[wholesale sportswear],Exact match,AU_Generic_P-V_Apparel,Sportware_Wholesales_Exact,86,7,47.21,0,6.74,,8.14,0.0
"""wholesale bags""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,59,15,47.12,0,3.14,,25.42,0.0
"""online platforms b2b""",Phrase match,AU_Generic,B2B_Marketplace_Phrase,198,7,46.47,0,6.64,,3.54,0.0
"""equipment and supply""",Phrase match,AU_Generic,Procurement_Products_Phrase,116,6,46.31,0,7.72,,5.17,0.0
[amazon business account login],Exact match,AU_Brand_Exact,Navigation_Exact,66,19,45.85,0,2.41,,28.79,0.0
"""bulk trash liners""",Phrase match,AU_Generic_P-V_Janitorial,Waste_Bulk_Phrase,169,13,45.68,0,3.51,,7.69,0.0
"""wholesale crisps""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,43,8,45.42,0,5.68,,18.6,0.0
"""pots wholesalers""",Phrase match,AU_Generic_P-V_Food,Cookware_Wholesalers_Phrase,93,10,45.09,0,4.51,,10.75,0.0
[wholesale fragrance],Exact match,AU_Generic_P-V_Beauty,Fragrance_Wholesale_Exact,57,11,45.03,1,4.09,45.03,19.3,9.09
